crn,subject,courseno,name,section,seats_taken,seats,weekly_position,location,start,end,day
85410,CHEM,4420,Microscopic Physical Chemistry,01,53,80,2,DARRIN 318,0900,0950,3
84735,CHEM,4440,Physical Chem For Life Science,01,14,20,0,DARRIN 236,1200,1350,2
84735,CHEM,4440,Physical Chem For Life Science,01,14,20,1,DARRIN 236,1200,1350,5
81348,CHEM,4530,Modern Techniques In Chemistry,01,15,0,0,EATON 215,1100,1150,2
81348,CHEM,4530,Modern Techniques In Chemistry,01,15,0,1,EATON 215,1100,1150,3
81348,CHEM,4530,Modern Techniques In Chemistry,01,15,0,2,EATON 215,1100,1150,5
81348,CHEM,4530,Modern Techniques In Chemistry,01,15,0,3,WALKER 3109,0800,1050,2
81348,CHEM,4530,Modern Techniques In Chemistry,01,15,0,4,WALKER 3109,0800,1050,5
81582,CHEM,4530,Modern Techniques In Chemistry,02,16,0,0,EATON 215,1100,1150,2
81582,CHEM,4530,Modern Techniques In Chemistry,02,16,0,1,EATON 215,1100,1150,3
81582,CHEM,4530,Modern Techniques In Chemistry,02,16,0,2,EATON 215,1100,1150,5
81582,CHEM,4530,Modern Techniques In Chemistry,02,16,0,3,WALKER 3109,0800,1050,1
81582,CHEM,4530,Modern Techniques In Chemistry,02,16,0,4,WALKER 3109,0800,1050,4
83849,CHEM,4530,Modern Techniques In Chemistry,03,12,16,0,EATON 215,1100,1150,2
83849,CHEM,4530,Modern Techniques In Chemistry,03,12,16,1,EATON 215,1100,1150,3
83849,CHEM,4530,Modern Techniques In Chemistry,03,12,16,2,EATON 215,1100,1150,5
83849,CHEM,4530,Modern Techniques In Chemistry,03,12,16,3,WALKER 3109,1400,1650,1
83849,CHEM,4530,Modern Techniques In Chemistry,03,12,16,4,WALKER 3109,1400,1650,4
81095,CHEM,4760,Molecular Biochem I,01,18,50,0,DARRIN 330,1000,1150,1
81095,CHEM,4760,Molecular Biochem I,01,18,50,1,DARRIN 330,1000,1150,4
81387,CHEM,4900,Professional Devel Seminar,01,9,30,0,J-ROWL 2C13,1500,1550,3
84894,CHEM,4961,Mass Spectroscopy,01,7,15,0,J-ROWL 1W01,1400,1520,2
84894,CHEM,4961,Mass Spectroscopy,01,7,15,1,J-ROWL 1W01,1400,1520,5
84195,CHEM,4962,Biocatalysis,01,7,30,0,J-ROWL 2C25,1000,1120,1
84195,CHEM,4962,Biocatalysis,01,7,30,1,J-ROWL 2C25,1000,1120,4
85499,CHEM,4963,Enrichment   Organic Chemistry,01,5,20,0,J-ROWL 2C25,1700,1950,3
85252,CHEM,6020,Adv Inorganic Chem I,01,6,20,0,LOW 3112,1200,1320,2
85252,CHEM,6020,Adv Inorganic Chem I,01,6,20,1,LOW 3112,1200,1320,5
85251,CHEM,6210,Adv Organic Chemistry I,01,4,20,0,LOW 3116,1000,1120,2
85251,CHEM,6210,Adv Organic Chemistry I,01,4,20,1,LOW 3116,1000,1120,5
84112,CHEM,6710,Chemical Biology,01,14,20,0,LALLY 02,1600,1720,1
84112,CHEM,6710,Chemical Biology,01,14,20,1,LALLY 02,1600,1720,4
84896,CHEM,6750,Biocatalysis Fundamental Appli,01,5,20,0,J-ROWL 2C25,1000,1120,1
84896,CHEM,6750,Biocatalysis Fundamental Appli,01,5,20,1,J-ROWL 2C25,1000,1120,4
81293,CHEM,6900,Chemistry Seminar,01,26,40,0,LOW 3045,1530,1720,2
81096,CHEM,6910,Chemistry Teaching Seminar,01,9,20,0,WALKER 3222,1200,1250,1
83653,CHEM,6950,Introduction To Research,01,9,10,0,J-ROWL 1W01,1200,1350,3
84893,CHEM,6960,Advanced Electrochemistry,01,10,20,0,LOW 3116,1700,1950,1
84895,CHEM,6961,Mass Spectroscopy,01,7,15,0,J-ROWL 1W01,1400,1520,2
84895,CHEM,6961,Mass Spectroscopy,01,7,15,1,J-ROWL 1W01,1400,1520,5
85059,CHEM,6962,Ethical Consid In Ad Research,01,1,70,0,CBIS ,1500,1720,1
85060,CHEM,6963,Ethical Consid In Biotech,01,1,70,0, ,1500,1720,1
84986,CHEM,6966,Perspectives In Alz Research,01,0,20,0, ,** TBA **,** TBA **,3
84990,CHEM,6966,Perspectives In Alz Research,02,3,20,0, ,** TBA **,** TBA **,3
84986,CHEM,6966,Perspectives In Bms & Eng,01,0,20,0, ,** TBA **,** TBA **,3
84990,CHEM,6966,Perspectives In Bms & Eng,02,3,20,0, ,** TBA **,** TBA **,3
82728,CHME,1010,Intro To Chemical Engineering,01,94,160,0,SAGE 3510,1100,1150,3
81171,CHME,2010,"Material, Energy & Entropy Bal",01,63,70,0,RCKTTS 203,1400,1550,1
81171,CHME,2010,"Material, Energy & Entropy Bal",01,63,70,1,RCKTTS 203,1400,1550,4
84576,CHME,2010,"Material, Energy & Entropy Bal",02,24,70,0,RCKTTS 203,1400,1550,1
84576,CHME,2010,"Material, Energy & Entropy Bal",02,24,70,1,RCKTTS 203,1400,1550,4
85412,CHME,2050,Intro Computational Chem Eng,01,16,50,0,JONSSN 3210,1200,1350,2
85412,CHME,2050,Intro Computational Chem Eng,01,16,50,1,JONSSN 3210,1200,1350,5
81292,CHME,4010,Transport Phenomena I,01,20,55,0,VORHES NO,1400,1550,2
81292,CHME,4010,Transport Phenomena I,01,20,55,1,VORHES NO,1400,1550,5
84583,CHME,4010,Transport Phenomena I,02,0,55,0,VORHES NO,1400,1550,2
84583,CHME,4010,Transport Phenomena I,02,0,55,1,VORHES NO,1400,1550,5
84507,CHME,4020,Transport Phenomena Ii,01,27,50,0,SAGE 5510,1400,1550,1
84507,CHME,4020,Transport Phenomena Ii,01,27,50,1,SAGE 5510,1400,1550,4
82914,CHME,4030,Chem Process Dynamics & Cntrl,01,30,85,0,LOW 4050,1200,1350,2
82914,CHME,4030,Chem Process Dynamics & Cntrl,01,30,85,1,LOW 4050,1200,1350,3
82914,CHME,4030,Chem Process Dynamics & Cntrl,01,30,85,2,LOW 4050,1200,1350,5
81355,CHME,4040,Chemical Eng Separations,01,74,75,0,SAGE 3510,1300,1350,2
81355,CHME,4040,Chemical Eng Separations,01,74,75,1,SAGE 3510,1300,1350,3
81355,CHME,4040,Chemical Eng Separations,01,74,75,2,SAGE 3510,1300,1350,5
84977,CHME,4040,Chemical Eng Separations,02,31,75,0,SAGE 3510,1300,1350,2
84977,CHME,4040,Chemical Eng Separations,02,31,75,1,SAGE 3510,1300,1350,3
84977,CHME,4040,Chemical Eng Separations,02,31,75,2,SAGE 3510,1300,1350,5
81167,CHME,4150,Chemical Engr Lab I,01,64,75,0,RCKTTS 008A,1400,1750,1
81167,CHME,4150,Chemical Engr Lab I,01,64,75,1,RCKTTS 008A,1400,1750,3
81168,CHME,4150,Chemical Engr Lab I,02,39,75,0,RCKTTS 008A,1400,1750,2
81168,CHME,4150,Chemical Engr Lab I,02,39,75,1,RCKTTS 008A,1400,1750,4
83403,CHME,4430,Intro Biochemical Engr,01,14,30,0,TROY 2015,1000,1150,1
83403,CHME,4430,Intro Biochemical Engr,01,14,30,1,TROY 2015,1000,1150,4
81188,CHME,4500,Chemical Reactor Design,01,114,150,0,DARRIN 330,1200,1350,1
81188,CHME,4500,Chemical Reactor Design,01,114,150,1,DARRIN 330,1200,1350,4
85468,CHME,4960,Physical Chemistry Of Polymers,01,0,15,0,LOW 4040,1200,1350,2
85468,CHME,4960,Physical Chemistry Of Polymers,01,0,15,1,LOW 4040,1200,1350,5
82783,CHME,4962,Intro To Downstream Processing,01,5,20,0,RCKTTS 208,1000,1150,1
82783,CHME,4962,Intro To Downstream Processing,01,5,20,1,RCKTTS 208,1000,1150,4
83889,CHME,4963,Careers In Chemical Engr,01,16,50,0,RCKTTS 211,0830,0950,1
83889,CHME,4963,Careers In Chemical Engr,01,16,50,1,RCKTTS 211,0830,0950,4
82401,CHME,4966,Chem Engr Process Simulations,01,26,50,0,RCKTTS 203,0830,0950,2
82401,CHME,4966,Chem Engr Process Simulations,01,26,50,1,RCKTTS 203,0830,0950,5
83404,CHME,6430,Biochemical Engr,01,5,30,0,TROY 2015,1000,1150,1
83404,CHME,6430,Biochemical Engr,01,5,30,1,TROY 2015,1000,1150,4
81169,CHME,6570,Chemical & Phase Equilibria,01,29,30,0,LOW 3039,1400,1550,1
81169,CHME,6570,Chemical & Phase Equilibria,01,29,30,1,LOW 3039,1400,1550,4
81170,CHME,6610,Math Methods In Chem Engr I,01,30,30,0,RCKTTS 212,1400,1550,2
81170,CHME,6610,Math Methods In Chem Engr I,01,30,30,1,RCKTTS 212,1400,1550,5
83581,CHME,6900,Cbe Seminar,01,76,179,0,RCKTTS 211,0900,1150,3
85469,CHME,6960,Physical Chemistry Of Polymers,01,12,25,0,LOW 4040,1200,1350,2
85469,CHME,6960,Physical Chemistry Of Polymers,01,12,25,1,LOW 4040,1200,1350,5
84965,CHME,6962,Downstream Processing,01,5,20,0,RCKTTS 208,1000,1150,1
84965,CHME,6962,Downstream Processing,01,5,20,1,RCKTTS 208,1000,1150,4
85028,CHME,6963,Cbe Phd On Ramp Seminar,01,22,25,0,RCKTTS 212,1500,1650,3
85029,CHME,6964,Bio Process Design,01,10,25,0,RCKTTS 206,1000,1150,2
85029,CHME,6964,Bio Process Design,01,10,25,1,RCKTTS 206,1000,1150,5
84985,CHME,6966,Perspectives In Alz Research,01,1,20,0, ,** TBA **,** TBA **,3
84989,CHME,6966,Perspectives In Alz Research,02,0,20,0, ,** TBA **,** TBA **,3
84985,CHME,6966,Perspectives In Bms & Eng,01,1,20,0, ,** TBA **,** TBA **,3
84989,CHME,6966,Perspectives In Bms & Eng,02,0,20,0, ,** TBA **,** TBA **,3
85061,CHME,6967,Ethical Consid In Ad Research,01,1,70,0, ,1500,1720,1
85062,CHME,6968,Ethical Consid In Biotech,01,0,70,0, ,1500,1720,1
83419,CIVL,1200,Eng Graphics For Civil Eng,01,73,100,0,DARRIN 337,1800,1950,1
85203,CIVL,2040,Professional Practice,01,17,20,0,JONSSN 4309,1800,1950,2
85203,CIVL,2040,Professional Practice,01,17,20,1,JONSSN 4309,1800,1950,4
81085,CIVL,4010,Foundation Engineering,01,39,75,0,RCKTTS 211,1800,1950,1
81085,CIVL,4010,Foundation Engineering,01,39,75,1,RCKTTS 211,1800,1950,3
83367,CIVL,4020,Bedford Seminar,01,8,10,0,GREENE 120,1200,1350,3
81093,CIVL,4070,Steel Design,01,52,60,0,SAGE 5510,0800,0950,2
81093,CIVL,4070,Steel Design,01,52,60,1,SAGE 5510,0800,0950,5
84086,CIVL,4140,Geoenvironmental Eng,01,18,30,0,JONSSN 3207,1000,1150,1
84086,CIVL,4140,Geoenvironmental Eng,01,18,30,1,JONSSN 3207,1000,1150,4
81086,CIVL,4240,Intro To Finite Elements,01,4,5,0,TROY 2018,1200,1350,2
81086,CIVL,4240,Intro To Finite Elements,01,4,5,1,TROY 2018,1200,1350,5
85199,CIVL,4570,System Modeling For Civl & Env,01,8,20,0,LOW 3112,1200,1350,1
85199,CIVL,4570,System Modeling For Civl & Env,01,8,20,1,LOW 3112,1200,1350,4
82755,CIVL,4620,Mass Transit Systems,01,9,25,0,LALLY 02,1400,1550,1
82755,CIVL,4620,Mass Transit Systems,01,9,25,1,LALLY 02,1400,1550,4
85204,CIVL,4660,Traffic Engineering,01,24,35,0,CARNEG 106,1200,1350,2
85204,CIVL,4660,Traffic Engineering,01,24,35,1,CARNEG 106,1200,1350,5
85210,CIVL,4670,Highway Engineering,01,14,35,0,JONSSN 5119,1800,2050,2
84511,CIVL,4961,Bedford Digital Tools Devel.,01,3,15,0,GREENE STU,1700,1750,3
85312,CIVL,4962,Fluid Mechanics For Civl Engr,01,12,25,0,LOW 3130,1000,1150,1
85312,CIVL,4962,Fluid Mechanics For Civl Engr,01,12,25,1,LOW 3130,1000,1150,4
85312,CIVL,4962,Fluid Mechanics For Civl Engr,01,12,25,2,JONSSN 1034,1200,1550,3
82777,CIVL,6170,Mechanics Of Solids,01,1,25,0,LOW 3112,1000,1120,1
82777,CIVL,6170,Mechanics Of Solids,01,1,25,1,LOW 3112,1000,1120,4
85200,CIVL,6190,Advanced Transportation Models,01,10,20,0,CARNEG 102,1000,1150,1
85200,CIVL,6190,Advanced Transportation Models,01,10,20,1,CARNEG 102,1000,1150,4
85207,CIVL,6220,Critical Issues In Transport,01,4,20,0,LOW 3130,0830,0950,1
85207,CIVL,6220,Critical Issues In Transport,01,4,20,1,LOW 3130,0830,0950,4
85205,CIVL,6290,Freight Transportation Systems,01,7,20,0,JONSSN 3207,1600,1750,1
85205,CIVL,6290,Freight Transportation Systems,01,7,20,1,JONSSN 3207,1600,1750,4
83056,CIVL,6310,Adv Concrete Structures,01,11,20,0,JONSSN 4309,1400,1500,1
83056,CIVL,6310,Adv Concrete Structures,01,11,20,1,CARNEG 102,1400,1550,4
83368,CIVL,6340,Bedford Design Studio,01,3,10,0,SAGE 2701,1400,1650,3
85206,CIVL,6350,Masonry Design,01,17,35,0,LOW 3045,1800,2050,2
85202,CIVL,6440,Nonlinear Structural Analysis,01,5,20,0,LOW 4040,0800,0950,1
85202,CIVL,6440,Nonlinear Structural Analysis,01,5,20,1,LOW 4040,0800,0950,4
81405,CIVL,6450,Structural Dynamics,01,17,40,0,EATON 216,1200,1350,1
81405,CIVL,6450,Structural Dynamics,01,17,40,1,EATON 216,1200,1350,4
85201,CIVL,6510,Advanced Geotechnical Engr,01,5,20,0,TROY 2015,1400,1550,2
85201,CIVL,6510,Advanced Geotechnical Engr,01,5,20,1,TROY 2015,1400,1550,5
84087,CIVL,6550,Advanced Geoenv Engr,01,3,25,0,JONSSN 3207,1000,1150,1
84087,CIVL,6550,Advanced Geoenv Engr,01,3,25,1,JONSSN 3207,1000,1150,4
81094,CIVL,6660,Fund. Of Finite Elements,01,2,40,0,RCKTTS 212,1000,1150,2
81094,CIVL,6660,Fund. Of Finite Elements,01,2,40,1,LOW 3039,1000,1150,5
85495,COGS,2120,Intro To Cognitive Science,01,34,35,0,PITTS 4206,1000,1150,2
85495,COGS,2120,Intro To Cognitive Science,01,34,35,1,PITTS 4206,1000,1150,5
85496,COGS,2120,Intro To Cognitive Science,02,16,15,0,PITTS 4206,1000,1150,2
85496,COGS,2120,Intro To Cognitive Science,02,16,15,1,PITTS 4206,1000,1150,5
84947,COGS,2340,Introduction To Linguistics,01,27,30,0,DARRIN 239,1400,1550,1
84947,COGS,2340,Introduction To Linguistics,01,27,30,1,DARRIN 239,1400,1550,4
85491,COGS,2340,Introduction To Linguistics,02,17,19,0,SAGE 3704,1000,1150,1
85491,COGS,2340,Introduction To Linguistics,02,17,19,1,SAGE 3704,1000,1150,4
85492,COGS,2340,Introduction To Linguistics,03,5,5,0,SAGE 3704,1000,1150,1
85492,COGS,2340,Introduction To Linguistics,03,5,5,1,SAGE 3704,1000,1150,4
85493,COGS,2340,Introduction To Linguistics,04,20,19,0,SAGE 5711,1400,1550,1
85493,COGS,2340,Introduction To Linguistics,04,20,19,1,SAGE 5711,1400,1550,4
85494,COGS,2340,Introduction To Linguistics,05,5,5,0,SAGE 5711,1400,1550,1
85494,COGS,2340,Introduction To Linguistics,05,5,5,1,SAGE 5711,1400,1550,4
85186,COGS,4340,Computational Linguistics,01,2,10,0,RCKTTS 208,1400,1550,1
85186,COGS,4340,Computational Linguistics,01,2,10,1,RCKTTS 208,1400,1550,4
83544,COGS,4410,Programming For Cog Sci & Ai,01,16,8,0,DARRIN 232,1000,1150,2
83544,COGS,4410,Programming For Cog Sci & Ai,01,16,8,1,DARRIN 232,1000,1150,5
83583,COGS,4420,Game Ai,01,16,15,0,SAGE 4112,1200,1350,1
83583,COGS,4420,Game Ai,01,16,15,1,SAGE 4112,1200,1350,4
84960,COGS,4420,Game Ai,02,13,25,0,SAGE 2510,1600,1750,1
84960,COGS,4420,Game Ai,02,13,25,1,SAGE 2510,1600,1750,4
85211,COGS,4700,"Hormones, Brain & Behavior",01,8,9,0,SAGE 4203,1400,1550,2
85211,COGS,4700,"Hormones, Brain & Behavior",01,8,9,1,SAGE 4203,1400,1550,5
85191,COGS,4780,Advanced Topics In Linguistics,01,4,15,0,SAGE 2112,1600,1750,1
85191,COGS,4780,Advanced Topics In Linguistics,01,4,15,1,SAGE 2112,1600,1750,4
84933,COGS,4967,Human Perf Modeling & Support,01,1,5,0,VORHES NO,1200,1320,1
84933,COGS,4967,Human Perf Modeling & Support,01,1,5,1,VORHES NO,1200,1320,4
85190,COGS,6340,Computational Linguistics,01,2,9,0,RCKTTS 208,1400,1550,1
85190,COGS,6340,Computational Linguistics,01,2,9,1,RCKTTS 208,1400,1550,4
83545,COGS,6410,Programming For Cog Sci & Ai,01,2,3,0,DARRIN 232,1000,1150,2
83545,COGS,6410,Programming For Cog Sci & Ai,01,2,3,1,DARRIN 232,1000,1150,5
84374,COGS,6570,Advanced Behavioral Statistics,01,1,19,0,CARNEG 102,1400,1750,3
85187,COGS,6780,Advanced Topics In Linguistics,01,3,4,0,SAGE 2112,1600,1750,1
85187,COGS,6780,Advanced Topics In Linguistics,01,3,4,1,SAGE 2112,1600,1750,4
84882,COGS,6961,Expertise & Decision Making,01,13,12,0,SAGE ,0900,1250,4
83223,COGS,6968,Research Problems In Cog Sci,01,20,30,0,SAGE 4101,1130,1350,3
85213,COMM,2410,Perspectives On Photography,01,18,19,0,DARRIN 239,1400,1550,2
85213,COMM,2410,Perspectives On Photography,01,18,19,1,DARRIN 239,1400,1550,5
85214,COMM,2410,Perspectives On Photography,02,1,0,0,DARRIN 239,1400,1550,2
85214,COMM,2410,Perspectives On Photography,02,1,0,1,DARRIN 239,1400,1550,5
85215,COMM,2440,Documentary Film,01,18,19,0,SAGE 3713,1600,1750,1
85215,COMM,2440,Documentary Film,01,18,19,1,SAGE 3713,1600,1750,4
85216,COMM,2440,Documentary Film,02,0,19,0,SAGE 3713,1600,1750,1
85216,COMM,2440,Documentary Film,02,0,19,1,SAGE 3713,1600,1750,4
85220,COMM,2510,Cultural Anthropology,01,20,19,0,SAGE 4101,1200,1350,1
85220,COMM,2510,Cultural Anthropology,01,20,19,1,SAGE 4101,1200,1350,4
85148,COMM,2520,Communication Theory & Prac.,01,4,3,0,SAGE 2707,1200,1350,1
85148,COMM,2520,Communication Theory & Prac.,01,4,3,1,SAGE 2707,1200,1350,4
85149,COMM,2520,Communication Theory & Prac.,02,15,16,0,SAGE 2707,1200,1350,1
85149,COMM,2520,Communication Theory & Prac.,02,15,16,1,SAGE 2707,1200,1350,4
85150,COMM,2520,Communication Theory & Prac.,03,4,3,0,SAGE 2112,1000,1150,1
85150,COMM,2520,Communication Theory & Prac.,03,4,3,1,SAGE 2112,1000,1150,4
85151,COMM,2520,Communication Theory & Prac.,04,12,0,0,SAGE 2112,1000,1150,1
85151,COMM,2520,Communication Theory & Prac.,04,12,0,1,SAGE 2112,1000,1150,4
85152,COMM,2520,Communication Theory & Prac.,05,15,0,0,TROY 2015,1000,1150,2
85152,COMM,2520,Communication Theory & Prac.,05,15,0,1,TROY 2015,1000,1150,5
85153,COMM,2520,Communication Theory & Prac.,06,3,3,0,TROY 2015,1000,1150,2
85153,COMM,2520,Communication Theory & Prac.,06,3,3,1,TROY 2015,1000,1150,5
85217,COMM,2520,Communication Theory & Prac.,07,13,0,0,SAGE 2707,1400,1550,2
85217,COMM,2520,Communication Theory & Prac.,07,13,0,1,SAGE 2707,1400,1550,5
85218,COMM,2520,Communication Theory & Prac.,08,3,3,0,SAGE 2707,1400,1550,2
85218,COMM,2520,Communication Theory & Prac.,08,3,3,1,SAGE 2707,1400,1550,5
84538,COMM,2660,Introduction To Graphic Design,01,21,15,0,SAGE 2411,1000,1150,1
84538,COMM,2660,Introduction To Graphic Design,01,21,15,1,SAGE 2411,1000,1150,4
85293,COMM,2960,2 D Motion Graphics,01,12,15,0,SAGE 2411,0800,0950,1
85293,COMM,2960,2 D Motion Graphics,01,12,15,1,SAGE 2411,0800,0950,4
83550,COMM,4250,Writing For Games Ii,01,10,19,0,SAGE 3205,1600,1750,1
83550,COMM,4250,Writing For Games Ii,01,10,19,1,SAGE 3205,1600,1750,4
83551,COMM,4320,Visual Poetics & Narrative,01,12,16,0,SAGE 4711,1000,1150,2
83551,COMM,4320,Visual Poetics & Narrative,01,12,16,1,SAGE 4711,1000,1150,5
84558,COMM,4420,Foundations Of Hci Usability,01,13,19,0,SAGE 2707,1000,1150,1
84558,COMM,4420,Foundations Of Hci Usability,01,13,19,1,SAGE 2707,1000,1150,4
85040,COMM,4420,Foundations Of Hci Usability,02,7,19,0,SAGE 4112,1400,1550,1
85040,COMM,4420,Foundations Of Hci Usability,02,7,19,1,SAGE 4112,1400,1550,4
84558,COMM,4420,Foundations Of Hci Usability,01,13,19,0,SAGE 2707,1000,1150,1
84558,COMM,4420,Foundations Of Hci Usability,01,13,19,1,SAGE 2707,1000,1150,4
85040,COMM,4420,Foundations Of Hci Usability,02,7,19,0,SAGE 4112,1400,1550,1
85040,COMM,4420,Foundations Of Hci Usability,02,7,19,1,SAGE 4112,1400,1550,4
85219,COMM,4580,Advertising And Culture,01,19,19,0,SAGE 2112,1200,1350,2
85219,COMM,4580,Advertising And Culture,01,19,19,1,SAGE 2112,1200,1350,5
83392,COMM,4770,User Experience Design,01,5,12,0,SAGE 4711,1000,1150,1
83392,COMM,4770,User Experience Design,01,5,12,1,SAGE 4711,1000,1150,4
83552,COMM,6320,Visual Poetics & Narrative,01,0,3,0,SAGE 4711,1000,1150,2
83552,COMM,6320,Visual Poetics & Narrative,01,0,3,1,SAGE 4711,1000,1150,5
84559,COMM,6420,Foundations Of Hci Usability,01,11,11,0,SAGE 2707,1000,1150,1
84559,COMM,6420,Foundations Of Hci Usability,01,11,11,1,SAGE 2707,1000,1150,4
85041,COMM,6420,Foundations Of Hci Usability,02,16,11,0,SAGE 4112,1400,1550,1
85041,COMM,6420,Foundations Of Hci Usability,02,16,11,1,SAGE 4112,1400,1550,4
84559,COMM,6420,Foundations Of Hci Usability,01,11,11,0,SAGE 2707,1000,1150,1
84559,COMM,6420,Foundations Of Hci Usability,01,11,11,1,SAGE 2707,1000,1150,4
85041,COMM,6420,Foundations Of Hci Usability,02,16,11,0,SAGE 4112,1400,1550,1
85041,COMM,6420,Foundations Of Hci Usability,02,16,11,1,SAGE 4112,1400,1550,4
83394,COMM,6770,User Experience Design,01,6,10,0,SAGE 4711,1000,1150,1
83394,COMM,6770,User Experience Design,01,6,10,1,SAGE 4711,1000,1150,4
81528,CSCI,1010,Intro To Computer Programming,01,54,58,0,LALLY 102,1000,1150,2
81528,CSCI,1010,Intro To Computer Programming,01,54,58,1,LALLY 102,1000,1150,5
81042,CSCI,1100,Computer Science I,01,30,30,0,DARRIN 308,1400,1520,1
81042,CSCI,1100,Computer Science I,01,30,30,1,DARRIN 308,1400,1520,4
81042,CSCI,1100,Computer Science I,01,30,30,2,LOW 3112,1000,1150,2
81042,CSCI,1100,Computer Science I,01,30,30,3,DARRIN 308,1800,1950,4
81395,CSCI,1100,Computer Science I,02,38,36,0,DARRIN 308,1400,1520,1
81395,CSCI,1100,Computer Science I,02,38,36,1,DARRIN 308,1400,1520,4
81395,CSCI,1100,Computer Science I,02,38,36,2,CARNEG 208,1000,1150,2
81395,CSCI,1100,Computer Science I,02,38,36,3,DARRIN 308,1800,1950,4
81396,CSCI,1100,Computer Science I,03,34,34,0,DARRIN 308,1400,1520,1
81396,CSCI,1100,Computer Science I,03,34,34,1,DARRIN 308,1400,1520,4
81396,CSCI,1100,Computer Science I,03,34,34,2,SAGE 2715,1200,1350,2
81396,CSCI,1100,Computer Science I,03,34,34,3,DARRIN 308,1800,1950,4
83249,CSCI,1100,Computer Science I,04,42,40,0,DARRIN 308,1400,1520,1
83249,CSCI,1100,Computer Science I,04,42,40,1,DARRIN 308,1400,1520,4
83249,CSCI,1100,Computer Science I,04,42,40,2,SAGE 3101,1000,1150,3
83249,CSCI,1100,Computer Science I,04,42,40,3,DARRIN 308,1800,1950,4
83250,CSCI,1100,Computer Science I,05,44,40,0,DARRIN 308,1400,1520,1
83250,CSCI,1100,Computer Science I,05,44,40,1,DARRIN 308,1400,1520,4
83250,CSCI,1100,Computer Science I,05,44,40,2,PITTS 4206,1200,1350,3
83250,CSCI,1100,Computer Science I,05,44,40,3,DARRIN 308,1800,1950,4
82372,CSCI,1100,Computer Science I,06,44,46,0,DARRIN 308,1400,1520,1
82372,CSCI,1100,Computer Science I,06,44,46,1,DARRIN 308,1400,1520,4
82372,CSCI,1100,Computer Science I,06,44,46,2,SAGE 5101,1200,1350,3
82372,CSCI,1100,Computer Science I,06,44,46,3,DARRIN 308,1800,1950,4
81043,CSCI,1100,Computer Science I,07,26,30,0,DARRIN 308,1400,1520,1
81043,CSCI,1100,Computer Science I,07,26,30,1,DARRIN 308,1400,1520,4
81043,CSCI,1100,Computer Science I,07,26,30,2,SAGE 2510,1600,1750,3
81043,CSCI,1100,Computer Science I,07,26,30,3,DARRIN 308,1800,1950,4
82951,CSCI,1100,Computer Science I,08,45,46,0,DARRIN 308,1400,1520,1
82951,CSCI,1100,Computer Science I,08,45,46,1,DARRIN 308,1400,1520,4
82951,CSCI,1100,Computer Science I,08,45,46,2,EATON 215,1400,1550,3
82951,CSCI,1100,Computer Science I,08,45,46,3,DARRIN 308,1800,1950,4
82380,CSCI,1100,Computer Science I,09,46,46,0,DARRIN 308,1400,1520,1
82380,CSCI,1100,Computer Science I,09,46,46,1,DARRIN 308,1400,1520,4
82380,CSCI,1100,Computer Science I,09,46,46,2,PITTS 4206,1400,1550,3
82380,CSCI,1100,Computer Science I,09,46,46,3,DARRIN 308,1800,1950,4
81044,CSCI,1100,Computer Science I,10,33,34,0,DARRIN 308,1400,1520,1
81044,CSCI,1100,Computer Science I,10,33,34,1,DARRIN 308,1400,1520,4
81044,CSCI,1100,Computer Science I,10,33,34,2,SAGE 2715,1800,1950,3
81044,CSCI,1100,Computer Science I,10,33,34,3,DARRIN 308,1800,1950,4
84115,CSCI,1100,Computer Science I,11,32,32,0,DARRIN 308,1400,1520,1
84115,CSCI,1100,Computer Science I,11,32,32,1,DARRIN 308,1400,1520,4
84115,CSCI,1100,Computer Science I,11,32,32,2,LOW 4040,1000,1150,3
84115,CSCI,1100,Computer Science I,11,32,32,3,DARRIN 308,1800,1950,4
83462,CSCI,1100,Computer Science I,12,31,30,0,DARRIN 308,1400,1520,1
83462,CSCI,1100,Computer Science I,12,31,30,1,DARRIN 308,1400,1520,4
83462,CSCI,1100,Computer Science I,12,31,30,2,SAGE 2704,1400,1550,3
83462,CSCI,1100,Computer Science I,12,31,30,3,DARRIN 308,1800,1950,4
85021,CSCI,1100,Computer Science I,13,30,32,0,DARRIN 308,1400,1520,1
85021,CSCI,1100,Computer Science I,13,30,32,1,DARRIN 308,1400,1520,4
85021,CSCI,1100,Computer Science I,13,30,32,2,LOW 4040,1400,1550,2
85021,CSCI,1100,Computer Science I,13,30,32,3,DARRIN 308,1800,1950,4
84116,CSCI,1100,Computer Science I,14,31,30,0,DARRIN 308,1600,1720,1
84116,CSCI,1100,Computer Science I,14,31,30,1,DARRIN 308,1600,1720,4
84116,CSCI,1100,Computer Science I,14,31,30,2,LOW 3130,1200,1350,3
84116,CSCI,1100,Computer Science I,14,31,30,3,DARRIN 308,1800,1950,4
81046,CSCI,1100,Computer Science I,15,41,46,0,DARRIN 308,1600,1720,1
81046,CSCI,1100,Computer Science I,15,41,46,1,DARRIN 308,1600,1720,4
81046,CSCI,1100,Computer Science I,15,41,46,2,PITTS 4206,1800,1950,3
81046,CSCI,1100,Computer Science I,15,41,46,3,DARRIN 337,1800,1950,4
83896,CSCI,1100,Computer Science I,16,26,30,0,DARRIN 308,1600,1720,1
83896,CSCI,1100,Computer Science I,16,26,30,1,DARRIN 308,1600,1720,4
