student_id,week_start,monday_1_entry,monday_1,monday_1_exit,monday_2_entry,monday_2,monday_2_exit,monday_3_entry,monday_3,monday_3_exit,monday_4_entry,monday_4,monday_4_exit,monday_5_entry,monday_5,monday_5_exit,monday_end,tuesday_1_entry,tuesday_1,tuesday_1_exit,tuesday_2_entry,tuesday_2,tuesday_2_exit,tuesday_3_entry,tuesday_3,tuesday_3_exit,tuesday_4_entry,tuesday_4,tuesday_4_exit,tuesday_5_entry,tuesday_5,tuesday_5_exit,tuesday_end,wednesday_1_entry,wednesday_1,wednesday_1_exit,wednesday_2_entry,wednesday_2,wednesday_2_exit,wednesday_3_entry,wednesday_3,wednesday_3_exit,wednesday_4_entry,wednesday_4,wednesday_4_exit,wednesday_5_entry,wednesday_5,wednesday_5_exit,wednesday_end,thursday_1_entry,thursday_1,thursday_1_exit,thursday_2_entry,thursday_2,thursday_2_exit,thursday_3_entry,thursday_3,thursday_3_exit,thursday_4_entry,thursday_4,thursday_4_exit,thursday_5_entry,thursday_5,thursday_5_exit,thursday_end,friday_1_entry,friday_1,friday_1_exit,friday_2_entry,friday_2,friday_2_exit,friday_3_entry,friday_3,friday_3_exit,friday_4_entry,friday_4,friday_4_exit,friday_5_entry,friday_5,friday_5_exit,week_end
Person_431101540,157,NA,5,NA,NA,Event_2153164740,NA,Event_3582844,Event_0172103576,Event_2436988,NA,27,NA,NA,30,NA,158,Event_9771338,Event_7497813600,Event_4553144,Event_4553144,Event_4203466123,Event_2105760,NA,49,NA,NA,56,NA,NA,59,NA,172,NA,62,NA,NA,65,NA,NA,75,NA,NA,80,NA,NA,Event_04604,NA,186,NA,91,NA,Event_1042535,Event_2047033634,Event_0095816,NA,107,NA,Event_1948176,Event_5566699539,Event_3871731,NA,119,NA,200,Event_6610135,Event_1982025880,Event_6956541,Event_7033897,Event_1657025775,Event_8639659,NA,137,NA,NA,141,NA,NA,150,NA,214
Person_234979818,161,NA,1,NA,Event_7033897,Event_6900822283,Event_8639659,Event_8639659,Event_5762049297,Event_8252526,Event_0095816,Event_3240167821,Event_6565454,NA,30,NA,162,NA,Event_15924,NA,Event_4169224,Event_1054691176,Event_9765752,Event_5664034,Event_8187981727,Event_1787682,NA,51,NA,NA,53,NA,176,NA,61,NA,NA,65,NA,NA,71,NA,Event_0666523,Event_9153807799,Event_8252526,NA,80,NA,190,NA,93,NA,NA,94,NA,Event_4553144,Event_6752714128,Event_2105760,Event_2105760,Event_2188754730,Event_3806475,NA,116,NA,204,NA,122,NA,Event_4169224,Event_3630260153,Event_9765752,NA,Event_5451444662,NA,NA,146,NA,NA,148,NA,218
Person_980476446,159,NA,9,NA,NA,12,NA,Event_0751027,Event_4689457132,Event_5813805,NA,19,NA,Event_2498687,Event_6048739817,Event_2514108,160,NA,Event_9680216118,NA,NA,41,NA,Event_7284837,Event_4160791752,Event_9277210,Event_3806475,Event_6960839317,Event_1921454,Event_9269172,Event_0801584043,Event_6512065,174,NA,66,NA,NA,68,NA,Event_6533657,Event_1683308954,Event_0366551,NA,81,NA,NA,88,NA,188,NA,99,NA,Event_0769366,Event_7914258194,Event_5812832,NA,114,NA,NA,115,NA,NA,120,NA,202,Event_5889306,Event_7643729543,Event_1686614,NA,Event_03696,NA,Event_1878648,Event_7231658879,Event_4423353,Event_3806475,Event_4440946876,Event_1921454,NA,147,NA,216
Person_670561345,157,NA,4,NA,NA,Event_01880,NA,NA,10,NA,Event_8639659,Event_4567543822,Event_8252526,Event_8683731,Event_3540370469,Event_2847241,158,Event_1179474,Event_1109733820,Event_5774716,NA,45,NA,NA,51,NA,NA,54,NA,NA,59,NA,172,Event_4226848,Event_9771738816,Event_2204182,Event_8283330,Event_2926919832,Event_4613206,NA,80,NA,NA,84,NA,NA,86,NA,186,NA,101,NA,Event_0769366,Event_5834720764,Event_5812832,Event_0660138,Event_8599775935,Event_4236500,Event_0170969,Event_8297913984,Event_2115962,NA,118,NA,200,Event_5889306,Event_6609748354,Event_1686614,NA,129,NA,NA,131,NA,NA,139,NA,NA,147,NA,214
Person_740985242,153,NA,Event_23882,NA,Event_7543701,Event_2635437689,Event_2182641,NA,18,NA,Event_2847241,Event_6908749187,Event_3380519,NA,30,NA,154,Event_5290456,Event_5821041992,Event_6956541,Event_7543701,Event_1861284228,Event_2182641,Event_9190508,Event_8916743989,Event_7737766,NA,52,NA,NA,60,NA,168,NA,66,NA,NA,69,NA,NA,74,NA,Event_2847241,Event_5119002490,Event_3380519,Event_0833106,Event_8237102015,Event_5067277,182,NA,93,NA,Event_8212993,Event_8948977235,Event_1975292,NA,104,NA,NA,109,NA,Event_3994645,Event_5566760610,Event_1384015,196,NA,124,NA,Event_4872607,Event_1675314544,Event_8557381,Event_8029817,Event_9322001674,Event_1948176,NA,141,NA,NA,148,NA,210
Person_635285644,159,Event_0915018,Event_8013058306,Event_0133943,NA,14,NA,Event_1787682,Event_6432777510,Event_4154344,NA,27,NA,NA,28,NA,160,Event_1179474,Event_2670623910,Event_5774716,Event_1088614,Event_9908098563,Event_7542602,Event_8525553,Event_8721707335,Event_2970306,NA,49,NA,NA,60,NA,174,NA,65,NA,NA,68,NA,NA,Event_40074,NA,NA,84,NA,NA,90,NA,188,Event_5290456,Event_1590706276,Event_7679381,NA,104,NA,Event_7294418,Event_4672567951,Event_9370799,NA,115,NA,NA,118,NA,202,Event_5774716,Event_0426472724,Event_8480746,NA,131,NA,NA,134,NA,NA,137,NA,NA,139,NA,216
Person_250127419,159,NA,12,NA,Event_5105002,Event_0698060305,Event_7269956,Event_5405830,Event_9854614429,Event_0282006,NA,Event_48018,NA,Event_2115962,Event_7572115152,Event_5067277,160,NA,38,NA,Event_6663553,Event_3007126237,Event_4993804,NA,52,NA,NA,56,NA,NA,60,NA,174,NA,64,NA,NA,70,NA,NA,74,NA,Event_7555800,Event_5277575428,Event_3806475,Event_9846724,Event_4897437232,Event_3781905,188,NA,92,NA,NA,100,NA,NA,103,NA,Event_0666523,Event_1671095628,Event_8252526,Event_4823941,Event_8688409615,Event_1086538,202,NA,121,NA,NA,124,NA,Event_6663553,Event_2603639044,Event_4993804,NA,146,NA,NA,148,NA,216
Person_785991316,159,NA,2,NA,Event_6847067,Event_0772160391,Event_7033897,NA,15,NA,NA,17,NA,NA,28,NA,160,NA,31,NA,Event_5774716,Event_1087714350,Event_6663553,Event_8639659,Event_9743528509,Event_8252526,Event_0161783,Event_3855018355,Event_4071287,Event_7096402,Event_7625620591,Event_7745743,174,Event_1962315,Event_5615499166,Event_4786226,NA,69,NA,NA,71,NA,NA,84,NA,NA,89,NA,188,Event_1594341,Event_3903231713,Event_5774716,NA,97,NA,NA,102,NA,NA,105,NA,NA,Event_50205,NA,202,NA,126,NA,Event_4169224,Event_7712682924,Event_9765752,Event_8639659,Event_2001547798,Event_8252526,NA,142,NA,Event_2115962,Event_6701794109,Event_5067277,216
Person_034478361,151,NA,3,NA,NA,12,NA,Event_7520607,Event_6813408264,Event_0282006,NA,Event_0971969626,NA,NA,23,NA,152,Event_4786226,Event_6986252366,Event_5105002,NA,43,NA,Event_6275387,Event_6441269690,Event_4423353,NA,49,NA,NA,59,NA,166,NA,Event_83102,NA,Event_1795146,Event_8999759487,Event_9277210,Event_8252526,Event_8067860518,Event_4679728,Event_2498687,Event_1992148376,Event_3556068,Event_1972861,Event_8359198290,Event_5067277,180,NA,91,NA,NA,98,NA,NA,100,NA,Event_3453705,Event_8134596627,Event_8252526,Event_8683731,Event_6625738419,Event_3725253,194,Event_1686614,Event_7191783096,Event_6533657,NA,137,NA,NA,144,NA,NA,145,NA,NA,148,NA,208
Person_283668422,153,NA,1,NA,NA,8,NA,NA,12,NA,Event_0769366,Event_1758899489,Event_5812832,Event_6487067,Event_8814991736,Event_8107122,154,Event_4786226,Event_3050256392,Event_5105002,Event_9765752,Event_7422722959,Event_6547123,NA,50,NA,NA,56,NA,NA,59,NA,168,NA,62,NA,Event_4553144,Event_2089370728,Event_2157803,NA,72,NA,NA,75,NA,Event_8683731,Event_5311785652,Event_0452098,182,Event_3689147,Event_7576217808,Event_4367731,NA,97,NA,NA,102,NA,Event_2105760,Event_9251203180,Event_3806475,Event_9694406,Event_6815892677,Event_7554508,196,NA,125,NA,Event_1686614,Event_7439930972,Event_6533657,Event_6533657,Event_7256040689,Event_4884624,NA,143,NA,NA,Event_35057,NA,210
Person_565395061,159,Event_1962315,Event_2326972135,Event_4786226,NA,7,NA,NA,Event_56359,NA,NA,16,NA,Event_0282006,Event_7568503932,Event_4242692,160,Event_0249277,Event_4096664955,Event_5105002,Event_0170969,Event_7333390551,Event_2115962,NA,56,NA,NA,60,NA,NA,Event_0506833352,NA,174,NA,67,NA,Event_9697702,Event_4289383454,Event_8639659,NA,75,NA,Event_7024053,Event_9310675059,Event_1086538,Event_7096402,Event_0160218027,Event_7745743,188,Event_2669116,Event_4689759522,Event_7425867,NA,98,NA,NA,104,NA,Event_0660138,Event_3633772975,Event_1112381,Event_4227566,Event_8369330325,Event_4479855,202,Event_1179474,Event_3857543676,Event_8480746,NA,122,NA,Event_0249277,Event_8918642054,Event_5105002,Event_0170969,Event_0872586332,Event_2115962,NA,149,NA,216
Person_701617621,163,Event_8085880,Event_6315703437,Event_4553144,NA,10,NA,NA,16,NA,Event_8217737,Event_9657579743,Event_9088345,Event_2164736,Event_1295243022,Event_7096402,164,NA,31,NA,NA,34,NA,NA,Event_58417,NA,NA,55,NA,NA,60,NA,178,Event_0915018,Event_6608792864,Event_0133943,NA,75,NA,Event_5372060,Event_8360678814,Event_7737766,NA,86,NA,NA,89,NA,192,Event_5889306,Event_8189071509,Event_1686614,NA,98,NA,NA,101,NA,Event_5812832,Event_4027926644,Event_0161783,NA,Event_0495159194,NA,206,NA,127,NA,NA,132,NA,NA,139,NA,NA,142,NA,NA,148,NA,220
Person_319900016,155,NA,6,NA,Event_2204182,Event_3165663657,Event_0769366,NA,15,NA,NA,27,NA,NA,28,NA,156,NA,Event_8881141718,NA,NA,41,NA,Event_1795146,Event_3763388075,Event_9277210,NA,Event_26319,NA,NA,55,NA,170,NA,63,NA,Event_6847067,Event_3543900765,Event_9697702,NA,80,NA,NA,87,NA,NA,90,NA,184,NA,95,NA,Event_4786226,Event_7978302009,Event_5105002,NA,108,NA,NA,111,NA,NA,120,NA,198,Event_1962315,Event_7304189703,Event_4786226,NA,129,NA,Event_1795146,Event_8625227078,Event_4423353,NA,141,NA,NA,147,NA,212
Person_403986995,157,Event_3689147,Event_5252661924,Event_4169224,Event_4872607,Event_0501633147,Event_9387219,Event_2105760,Event_8622951777,Event_3806475,Event_0366551,Event_1038705868,Event_3699272,NA,29,NA,158,NA,32,NA,NA,47,NA,NA,51,NA,NA,53,NA,NA,59,NA,172,NA,67,NA,NA,Event_82985,NA,NA,79,NA,NA,84,NA,NA,89,NA,186,NA,Event_8745366101,NA,Event_7033897,Event_8416992068,Event_8639659,Event_5105002,Event_0012214430,Event_0170969,NA,Event_1625175297,NA,NA,117,NA,200,Event_7218299,Event_2038913936,Event_4285772,NA,133,NA,NA,138,NA,NA,147,NA,NA,149,NA,214
Person_873577530,153,NA,11,NA,NA,13,NA,NA,17,NA,Event_2164736,Event_1847657329,Event_7402027,NA,28,NA,154,Event_5889306,Event_8259033243,Event_4306593,NA,36,NA,Event_1042535,Event_4692024273,Event_8825687,Event_1795146,Event_6303436728,Event_4423353,NA,57,NA,168,Event_1962315,Event_7088103724,Event_8567456,NA,75,NA,NA,78,NA,Event_2115962,Event_9397435030,Event_0833106,Event_3380519,Event_1587816404,Event_0452098,182,NA,96,NA,Event_4872607,Event_5392145206,Event_7542602,Event_2157803,Event_0643406161,Event_3806475,Event_3343618,Event_4512412969,Event_6131566,Event_2115962,Event_9603315229,Event_0833106,196,NA,121,NA,Event_5774716,Event_6686698607,Event_5432037,NA,Event_43250,NA,Event_7555772,Event_0832025102,Event_4423353,NA,144,NA,210
Person_952541531,159,NA,1,NA,Event_6956541,Event_4059832920,Event_7679381,Event_1795146,Event_5175329426,Event_4423353,Event_2498687,Event_2399168024,Event_3556068,Event_2164736,Event_1295243022,Event_7096402,160,NA,40,NA,NA,45,NA,NA,46,NA,NA,51,NA,NA,59,NA,174,NA,66,NA,NA,78,NA,Event_2378817,Event_7488820574,Event_2970306,NA,Event_04604,NA,NA,90,NA,188,NA,96,NA,Event_4553144,Event_5817035921,Event_2105760,Event_7679381,Event_7378288451,Event_6131566,Event_0666700,Event_9324235251,Event_0705966,NA,Event_0495159194,NA,202,NA,123,NA,NA,128,NA,NA,135,NA,NA,Event_1398733554,NA,NA,139,NA,216
Person_724730597,157,Event_5889306,Event_8180679760,Event_4306593,Event_8212993,Event_4993611112,Event_1975292,NA,Event_3975898372,NA,NA,27,NA,NA,28,NA,158,Event_6847067,Event_1530117271,Event_7033897,NA,Event_74755,NA,Event_5105002,Event_4628997817,Event_1623297,Event_5813805,Event_3826766280,Event_0242584,NA,57,NA,172,Event_8085880,Event_1262212864,Event_4553144,NA,67,NA,Event_4624205,Event_7123434579,Event_7679381,Event_9765752,Event_8203878638,Event_9995483,NA,90,NA,186,NA,92,NA,NA,95,NA,Event_4872607,Event_5514224900,Event_7363870,Event_7985829,Event_9884213261,Event_0660138,NA,114,NA,200,NA,127,NA,Event_5105002,Event_5577255842,Event_1623297,Event_8217737,Event_9170109820,Event_9088345,NA,146,NA,NA,149,NA,214
Person_159744200,159,NA,7,NA,Event_8451414,Event_4317954842,Event_8217737,Event_9497557,Event_2399168024,Event_9370799,NA,25,NA,NA,30,NA,160,NA,36,NA,Event_6956541,Event_1200696669,Event_7679381,NA,Event_75632,NA,NA,53,NA,Event_2115962,Event_7831683094,Event_5067277,174,NA,62,NA,NA,71,NA,Event_6533657,Event_8371334821,Event_0366551,Event_2378817,Event_7488820574,Event_2970306,NA,86,NA,188,NA,94,NA,Event_8639659,Event_6135631063,Event_0666523,NA,106,NA,Event_0666700,Event_9324235251,Event_0705966,Event_5880216,Event_6841923711,Event_7554508,202,NA,123,NA,NA,126,NA,Event_1088614,Event_4149612299,Event_0133943,NA,134,NA,NA,Event_1398733554,NA,216
Person_384554455,151,NA,1,NA,NA,5,NA,NA,14,NA,Event_0282006,Event_5800032219,Event_2778066,Event_3994645,Event_3800369103,Event_8681675,152,Event_0098348,Event_7683524466,Event_2204182,Event_0751027,Event_1982852340,Event_5813805,NA,52,NA,NA,55,NA,Event_0452098,Event_5291371904,Event_7152978,166,NA,65,NA,NA,67,NA,NA,71,NA,NA,90,NA,Event_6800652,Event_2593037033,Event_4869059,180,NA,91,NA,NA,96,NA,NA,100,NA,Event_8252526,Event_1272205957,Event_7655889,Event_2847241,Event_3429706737,Event_7532361,194,Event_6610135,Event_6559333884,Event_6956541,NA,128,NA,Event_7679381,Event_7062038455,Event_6131566,NA,Event_35057,NA,NA,148,NA,208
Person_474874520,163,NA,1,NA,NA,6,NA,NA,11,NA,Event_8639659,Event_0081096418,Event_8252526,Event_0660138,Event_4166941332,Event_1019132,164,NA,Event_5465382946,NA,NA,Event_32622,NA,Event_8639659,Event_8973387787,Event_8252526,NA,51,NA,NA,60,NA,178,Event_1179474,Event_4071637535,Event_1594341,NA,71,NA,NA,75,NA,Event_6948137,Event_4360657076,Event_7244016,Event_0833106,Event_3660810875,Event_5067277,192,Event_5168091,Event_6103405908,Event_7542602,NA,101,NA,Event_2105760,Event_5390992128,Event_3806475,Event_1787682,Event_7041477205,Event_9042723,NA,NA,NA,206,Event_8085880,Event_2137382778,Event_8363200,NA,127,NA,Event_0751027,Event_0424121271,Event_5813805,NA,143,NA,NA,145,NA,220
Person_875973235,151,NA,5,NA,Event_4786226,Event_5851351084,Event_5105002,NA,18,NA,Event_0170969,Event_8609996378,Event_2115962,NA,27,NA,152,Event_1525537,Event_1118067970,Event_9958082,NA,39,NA,Event_5105002,Event_7720719760,Event_1582013,NA,52,NA,NA,55,NA,166,Event_1179474,Event_6673358358,Event_1594341,NA,65,NA,NA,68,NA,Event_9765752,Event_4518884901,Event_6948137,NA,Event_04604,NA,180,Event_4786226,Event_0019479379,Event_5105002,NA,Event_3295304739,NA,Event_5880216,Event_8797914469,Event_9968241,Event_7402027,Event_6789831946,Event_7745743,Event_9000052,Event_1677618005,Event_8369489,194,Event_1179474,Event_6993855581,Event_9414378,NA,130,NA,Event_6663553,Event_8140334218,Event_6644145,NA,143,NA,NA,146,NA,208
Person_177234510,153,Event_5889306,Event_2605933557,Event_4306593,Event_1042535,Event_9041802652,Event_0095816,NA,18,NA,NA,19,NA,Event_2164736,Event_1122223262,Event_7402027,154,NA,Event_15924,NA,Event_7543701,Event_0611160037,Event_4202693,NA,46,NA,Event_9694406,Event_3075921766,Event_8163356,NA,55,NA,168,NA,68,NA,NA,80,NA,NA,82,NA,NA,Event_2247753930,NA,Event_3380519,Event_2303852659,Event_0452098,182,NA,94,NA,Event_4872607,Event_4201980573,Event_0133943,NA,103,NA,NA,109,NA,Event_3994645,Event_5819629843,Event_1384015,196,NA,123,NA,Event_0915018,Event_7227000288,Event_1196842,Event_4872607,Event_3806774879,Event_0133943,NA,133,NA,Event_9694406,Event_7873247456,Event_8482996,210
Person_158613537,153,Event_6888197,Event_4921841298,Event_1196842,Event_1686614,Event_8810438915,Event_6533657,Event_8639659,Event_4760770233,Event_8252526,Event_1948176,Event_3928666165,Event_6912812,Event_2498687,Event_4142480204,Event_3556068,154,NA,44,NA,NA,48,NA,NA,51,NA,NA,52,NA,NA,60,NA,168,NA,61,NA,Event_7684440,Event_3399404115,Event_0692780,NA,73,NA,NA,Event_94861,NA,NA,90,NA,182,Event_6847067,Event_2655303373,Event_7033897,Event_2105760,Event_3821965638,Event_3806475,Event_9694406,Event_4299982439,Event_9165141,Event_8787336,Event_8128771239,Event_5208649,NA,117,NA,196,Event_0915018,Event_0875108318,Event_9705386,NA,127,NA,NA,130,NA,NA,134,NA,NA,150,NA,210
Person_041883709,155,NA,2,NA,Event_3943720,Event_1225666490,Event_7470197,Event_4202693,Event_6157185134,Event_0282006,NA,23,NA,Event_2115962,Event_7572115152,Event_5067277,156,Event_4872607,Event_1074263772,Event_7542602,NA,41,NA,Event_9765752,Event_5483995530,Event_6547123,NA,51,NA,NA,55,NA,170,NA,64,NA,Event_4553144,Event_9711224525,Event_2157803,Event_6533657,Event_5821233040,Event_6926163,NA,86,NA,NA,Event_33593,NA,184,NA,93,NA,NA,99,NA,Event_5209083,Event_4854041023,Event_9765752,Event_0751027,Event_1344186343,Event_5813805,Event_4823941,Event_8688409615,Event_1086538,198,NA,123,NA,Event_3349069,Event_2961327762,Event_2880089,NA,130,NA,Event_6533657,Event_2983866739,Event_4884624,NA,148,NA,212
Person_631299980,153,Event_9611573,Event_7929236353,Event_7543701,Event_4872607,Event_5153728454,Event_8557381,NA,18,NA,Event_2498687,Event_6545213756,Event_3556068,Event_2164736,Event_8837262584,Event_7402027,154,Event_3689147,Event_9569959491,Event_4367731,NA,Event_5985631144,NA,Event_7294418,Event_8809336195,Event_8163356,NA,56,NA,NA,59,NA,168,NA,71,NA,Event_6275387,Event_0091240782,Event_9277210,Event_2378817,Event_2972174125,Event_2970306,Event_4823941,Event_0247178070,Event_1534435,Event_3380519,Event_0701025440,Event_0452098,182,NA,94,NA,Event_7543701,Event_2994398358,Event_2182641,NA,Event_44419,NA,Event_0666700,Event_5708410642,Event_0705966,Event_2115962,Event_6568303728,Event_0833106,196,Event_1962315,Event_6577645242,Event_8567456,NA,124,NA,NA,127,NA,NA,132,NA,Event_9694406,Event_9167128296,Event_8482996,210
Person_601702659,159,NA,2,NA,NA,8,NA,Event_6533657,Event_3721510973,Event_4884624,Event_3806475,Event_4223246502,Event_1921454,NA,28,NA,160,NA,31,NA,NA,38,NA,NA,42,NA,NA,44,NA,Event_8683731,Event_0546286801,Event_2847241,174,Event_9611573,Event_5582160881,Event_7251312,Event_8283330,Event_2586283625,Event_0133943,Event_0170969,Event_6027669841,Event_2115962,NA,85,NA,NA,Event_33593,NA,188,NA,92,NA,NA,102,NA,Event_7305354,Event_6862437220,Event_5310418,Event_0170969,Event_5417007000,Event_3191909,Event_6800652,Event_5079498891,Event_6814432,202,Event_0915018,Event_8781036076,Event_9705386,NA,129,NA,NA,130,NA,Event_8683731,Event_0116547580,Event_2847241,NA,146,NA,216
Person_591035471,161,Event_4553144,Event_4837019930,Event_2105760,NA,13,NA,NA,18,NA,Event_8683731,Event_5567610858,Event_2847241,NA,27,NA,162,NA,33,NA,NA,Event_2885548230,NA,Event_8639659,Event_5632250099,Event_2545921,NA,50,NA,NA,55,NA,176,Event_1962315,Event_9995311967,Event_8567456,NA,66,NA,NA,69,NA,NA,72,NA,Event_1455612,Event_9581869126,Event_8217737,190,NA,92,NA,NA,96,NA,Event_4786226,Event_7948895982,Event_5105002,Event_0170969,Event_5509484632,Event_2115962,NA,Event_70567,NA,204,Event_1179474,Event_9949046530,Event_8480746,Event_4553144,Event_9258741246,Event_3676939,Event_0249277,Event_5391655131,Event_5105002,Event_8639659,Event_1851076065,Event_2545921,NA,144,NA,218
Person_983774263,155,Event_1962315,Event_1776940735,Event_4786226,NA,8,NA,Event_0366551,Event_0237028821,Event_5228554,NA,23,NA,NA,26,NA,156,Event_2669116,Event_2153001521,Event_7425867,NA,45,NA,NA,Event_70892,NA,Event_6565454,Event_4518318528,Event_0109368,NA,55,NA,170,NA,61,NA,NA,65,NA,NA,71,NA,Event_6131566,Event_1545072619,Event_8787336,Event_1027322,Event_5343738610,Event_3412038,184,NA,Event_7524225454,NA,NA,97,NA,NA,101,NA,NA,Event_2744973229,NA,NA,119,NA,198,Event_1962315,Event_7157108002,Event_4786226,NA,127,NA,Event_7305354,Event_6345275412,Event_2090223,NA,138,NA,Event_9694406,Event_0612317893,Event_3556068,212
Person_948554592,151,Event_8395799,Event_0444758557,Event_7251312,NA,14,NA,NA,16,NA,Event_6948137,Event_4189140577,Event_9995483,NA,25,NA,152,Event_9771338,Event_1831123856,Event_4553144,NA,38,NA,Event_0249277,Event_4853094907,Event_5105002,Event_9694406,Event_1605987616,Event_9370799,NA,57,NA,166,NA,61,NA,Event_9697702,Event_4045943835,Event_8639659,Event_8252526,Event_8093089583,Event_4679728,Event_2498687,Event_5404004922,Event_9370799,NA,90,NA,180,Event_5168091,Event_5534342827,Event_9524471,NA,102,NA,Event_8683731,Event_0927909764,Event_3725253,NA,116,NA,NA,118,NA,194,NA,Event_19183,NA,Event_2824754,Event_1071783196,Event_7033897,Event_0249277,Event_4828396272,Event_5105002,Event_5664034,Event_0579712968,Event_1787682,Event_9694406,Event_5130586597,Event_3556068,208
Person_687967714,153,Event_6448513,Event_3641784369,Event_0692780,NA,10,NA,NA,24,NA,Event_0109368,Event_0924466615,Event_9582487,NA,Event_67713,NA,154,Event_1962315,Event_3972734301,Event_4786226,Event_1686614,Event_9973176069,Event_6533657,NA,46,NA,NA,53,NA,NA,60,NA,168,NA,62,NA,NA,68,NA,NA,78,NA,Event_5812832,Event_9430741017,Event_0161783,NA,86,NA,182,Event_6977545,Event_3145428261,Event_1196842,NA,98,NA,NA,103,NA,NA,108,NA,Event_3994645,Event_0826828260,Event_8681675,196,Event_1962315,Event_4183690977,Event_4786226,Event_4786226,Event_8643396557,Event_5105002,NA,135,NA,NA,141,NA,NA,149,NA,210
Person_145562795,161,NA,6,NA,NA,14,NA,NA,17,NA,NA,Event_2983874433,NA,NA,30,NA,162,Event_1686614,Event_7227973052,Event_6533657,Event_1878648,Event_0128882498,Event_4423353,Event_0366551,Event_0037215304,Event_3994645,NA,56,NA,Event_9269172,Event_2392803894,Event_6512065,176,NA,61,NA,NA,69,NA,NA,71,NA,NA,Event_4250873273,NA,Event_9497557,Event_4649378252,Event_7554508,190,NA,95,NA,NA,Event_44419,NA,NA,106,NA,Event_6487067,Event_6731697824,Event_9397753,Event_4227566,Event_9225446731,Event_4479855,204,Event_4786226,Event_7190328920,Event_5105002,Event_9190508,Event_8258726034,Event_7737766,Event_0366551,Event_3374753893,Event_3994645,NA,145,NA,NA,149,NA,218
Person_214778942,155,NA,1,NA,NA,Event_46333,NA,Event_2466970,Event_9949013256,Event_6533657,Event_5812832,Event_0826937179,Event_0161783,Event_4227566,Event_5942118678,Event_3377577,156,NA,34,NA,NA,38,NA,NA,40,NA,Event_9694406,Event_0399645212,Event_8163356,Event_1112381,Event_8165158702,Event_2062203,170,NA,68,NA,Event_2818498,Event_1029893441,Event_0133943,NA,78,NA,NA,86,NA,NA,89,NA,184,Event_1179474,Event_9596515067,Event_1594341,Event_2466970,Event_9854644565,Event_6533657,NA,105,NA,Event_8683731,Event_3460649058,Event_2847241,Event_2090299,Event_3960092355,Event_7294936,198,NA,126,NA,Event_3349069,Event_5931434559,Event_2880089,NA,138,NA,Event_9694406,Event_9040714674,Event_8163356,NA,149,NA,212
Person_506352450,163,Event_2824754,Event_6104095306,Event_7033897,Event_3349069,Event_9075383230,Event_2880089,NA,10,NA,NA,19,NA,NA,Event_33879,NA,164,Event_4872607,Event_5451264483,Event_7542602,NA,40,NA,Event_7679381,Event_3537310124,Event_6131566,Event_5812832,Event_9603134027,Event_0161783,NA,59,NA,178,NA,63,NA,Event_4553144,Event_6969838423,Event_2157803,NA,70,NA,NA,74,NA,NA,89,NA,192,Event_7381699,Event_1700308247,Event_4786226,NA,101,NA,NA,108,NA,NA,117,NA,NA,118,NA,206,NA,126,NA,Event_8212993,Event_8685199777,Event_8322557,Event_4202693,Event_1173839249,Event_0282006,Event_5812832,Event_0125890358,Event_0161783,NA,146,NA,220
Person_803627296,155,NA,10,NA,NA,13,NA,NA,Event_3657088212,NA,NA,25,NA,NA,29,NA,156,NA,36,NA,NA,40,NA,Event_1795146,Event_4576421280,Event_9277210,Event_6565454,Event_4518318528,Event_0109368,NA,59,NA,170,Event_3349069,Event_7238461218,Event_8525553,NA,77,NA,NA,80,NA,NA,87,NA,NA,89,NA,184,NA,91,NA,NA,97,NA,NA,Event_47731,NA,NA,106,NA,Event_1948176,Event_3915315982,Event_3871731,198,NA,121,NA,NA,130,NA,Event_7555772,Event_9186622181,Event_9277210,Event_9694406,Event_0612317893,Event_3556068,NA,149,NA,212
Person_150184734,157,Event_5774716,Event_6119108817,Event_6663553,NA,17,NA,Event_0366551,Event_9182340967,Event_5228554,NA,25,NA,NA,28,NA,158,NA,33,NA,NA,34,NA,NA,46,NA,Event_3806475,Event_6960839317,Event_1921454,NA,60,NA,172,Event_0915018,Event_6608792864,Event_9387219,Event_5372060,Event_0836954400,Event_7737766,Event_6131566,Event_6518350878,Event_8787336,Event_1027322,Event_3991891153,Event_3412038,NA,86,NA,186,NA,91,NA,NA,95,NA,Event_1042535,Event_3057059441,Event_0095816,Event_8683731,Event_2824361826,Event_3725253,NA,116,NA,200,NA,126,NA,NA,Event_38138,NA,NA,Event_1482447035,NA,NA,137,NA,Event_3806475,Event_4440946876,Event_1921454,214
Person_670552737,151,Event_8085880,Event_4244832025,Event_4553144,Event_8639659,Event_7538105696,Event_8252526,Event_6663553,Event_8332935196,Event_8683731,NA,24,NA,Event_4227566,Event_2376882287,Event_3377577,152,NA,38,NA,NA,41,NA,NA,45,NA,NA,48,NA,Event_3806475,Event_3385160454,Event_2164736,166,Event_4266084,Event_5559913868,Event_7033897,NA,74,NA,NA,78,NA,NA,79,NA,Event_4242692,Event_1864651478,Event_4779719,180,Event_5889306,Event_7379829029,Event_1686614,NA,96,NA,Event_7033897,Event_5519810842,Event_8639659,Event_2105760,Event_9097213245,Event_3806475,NA,117,NA,194,NA,125,NA,NA,Event_44125,NA,Event_8683731,Event_4714862210,Event_2847241,NA,145,NA,NA,149,NA,208
