CRN,EventID,Section,Name,DayOfWeek,StartTime,EndTime,SeatsTaken,Seats,LocationID,Building,Type
84140.0,Event_3085257823,46,Calculus I,2.0,1200.0,1320.0,13.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
85218.0,Event_8385998672,08,Communication Theory & Prac.,2.0,1400.0,1550.0,3.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
83855.0,Event_8278441909,02,Introduction To Electronics,2.0,1900.0,2050.0,7.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
82494.0,Event_8351451109,01,Field Methods,3.0,1200.0,1550.0,6.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
83859.0,Event_6783592236,01,Graduate Arch Design I,3.0,1400.0,1750.0,3.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
83382.0,Event_8340456897,38,Calculus I,3.0,1600.0,1650.0,3.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
84251.0,Event_3598131465,03,Physics I Honors,4.0,800.0,950.0,7.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
85457.0,Event_8170082458,01,Behavioral Financial Economics,4.0,1000.0,1150.0,4.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
81162.0,Event_9854644565,14,Calculus Ii,4.0,1100.0,1150.0,6.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
81115.0,Event_9701022545,02,Multivar Calc & Matrix Algebra,4.0,1200.0,1250.0,7.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
83056.0,Event_0626108529,01,Adv Concrete Structures,4.0,1400.0,1550.0,3.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
81274.0,Event_2041796611,07,Intro Diff Equations,4.0,1400.0,1520.0,3.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
85420.0,Event_7243175229,01,Intro To Big Data Analytics,4.0,1600.0,1720.0,6.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
85537.0,Event_1407704502,03,Intro To Game Programming,5.0,800.0,950.0,4.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
85495.0,Event_2648552764,01,Intro To Cognitive Science,5.0,1000.0,1150.0,8.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
81062.0,Event_5688602394,07,Physics Ii,5.0,1000.0,1150.0,14.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
83447.0,Event_2983866739,44,Calculus I,5.0,1200.0,1320.0,7.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
85213.0,Event_9951309057,01,Perspectives On Photography,5.0,1400.0,1550.0,1.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
84517.0,Event_8422706620,01,Social Demo: Society By Number,5.0,1400.0,1550.0,4.0,14.0,Loc_50670,CARNEGIE BUILDING,Class
81101.0,Event_1463463159,41,Calculus I,1.0,800.0,850.0,7.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
83406.0,Event_4520230258,01,Foundations Of Computer Sci,1.0,1000.0,1150.0,8.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
85384.0,Event_2336240386,11,Pd2 Tech Issues & Solutions,1.0,1000.0,1150.0,4.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
81301.0,Event_6118144262,11,Calculus I,1.0,1200.0,1320.0,12.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
84875.0,Event_2752278992,01,Adv Systems Physiology,1.0,1400.0,1550.0,7.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
81489.0,Event_9182340967,23,Calculus I,1.0,1400.0,1450.0,11.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
82689.0,Event_7170217908,01,Engineering Probability,1.0,1600.0,1720.0,6.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
83372.0,Event_8259033243,29,Calculus I,2.0,800.0,850.0,9.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
82245.0,Event_9836365317,01,Programming For Cog Sci & Ai,2.0,1000.0,1150.0,5.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
84547.0,Event_9973176069,03,Strategic Writing,2.0,1000.0,1150.0,3.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
84141.0,Event_7094763577,47,Calculus I,2.0,1200.0,1320.0,10.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
85021.0,Event_5265865535,13,Computer Science I,2.0,1400.0,1550.0,13.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
81150.0,Event_3760487234,01,Computer Hardware Design,2.0,1900.0,2050.0,4.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
85529.0,Event_7033462490,01,Behind The Tv Screen,3.0,1200.0,1550.0,3.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
83875.0,Event_4766073118,01,Graduate Architechure Design 3,3.0,1400.0,1750.0,5.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
83383.0,Event_8258216412,40,Calculus I,3.0,1600.0,1650.0,5.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
81059.0,Event_5332435283,01,Physics Ii,4.0,800.0,950.0,9.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
85456.0,Event_0357564477,02,Behavioral Financial Economics,4.0,1000.0,1150.0,3.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
81164.0,Event_5794247268,15,Calculus Ii,4.0,1100.0,1150.0,5.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
83821.0,Event_8301340461,17,Multivar Calc & Matrix Algebra,4.0,1200.0,1250.0,3.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
84947.0,Event_0298503200,01,Introduction To Linguistics,4.0,1400.0,1550.0,5.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
81123.0,Event_9652223422,08,Intro Diff Equations,4.0,1400.0,1520.0,6.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
83589.0,Event_0826828260,01,Dsn Of Mfg Sys & Supply Chains,4.0,1600.0,1720.0,3.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
85538.0,Event_7780947215,04,Intro To Game Programming,5.0,800.0,950.0,5.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
85496.0,Event_4732488330,02,Intro To Cognitive Science,5.0,1000.0,1150.0,7.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
83072.0,Event_5379027472,08,Physics Ii,5.0,1000.0,1150.0,12.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
84139.0,Event_7256040689,45,Calculus I,5.0,1200.0,1320.0,10.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
85214.0,Event_5735410216,02,Perspectives On Photography,5.0,1400.0,1550.0,6.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
85353.0,Event_9079682713,10,Pd2 Tech Issues & Solutions,5.0,1400.0,1550.0,1.0,13.0,Loc_37931,CARNEGIE BUILDING,Class
81102.0,Event_1611091022,42,Calculus I,1.0,800.0,850.0,8.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
83605.0,Event_7971741482,02,Foundations Of Computer Sci,1.0,1000.0,1150.0,5.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81178.0,Event_9153288461,01,Introduction To Naval Science,1.0,1000.0,1150.0,5.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81234.0,Event_0380448472,12,Calculus I,1.0,1200.0,1320.0,7.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
84886.0,Event_3169892751,01,Biomedical Engr Design,1.0,1400.0,1550.0,1.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81490.0,Event_0237028821,24,Calculus I,1.0,1400.0,1450.0,13.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81149.0,Event_3800369103,01,Computer Graphics,1.0,1600.0,1720.0,10.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
83373.0,Event_4138634308,30,Calculus I,2.0,800.0,850.0,8.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
84885.0,Event_0766725692,01,Data Mining,2.0,1000.0,1150.0,8.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
84898.0,Event_8050362250,04,Strategic Writing,2.0,1000.0,1150.0,5.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
84142.0,Event_5956399447,48,Calculus I,2.0,1200.0,1320.0,9.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
84270.0,Event_1959000533,22,Computer Science I,2.0,1400.0,1550.0,11.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81151.0,Event_0801584043,02,Computer Hardware Design,2.0,1900.0,2050.0,8.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81454.0,Event_0761589335,01,Graduate Skills,3.0,1000.0,1050.0,4.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
84128.0,Event_9163748803,01,Mechatronics Hardware/Software,3.0,1200.0,1250.0,2.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
85571.0,Event_5832327199,02,Graduate Architechure Design 3,3.0,1400.0,1750.0,3.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
84245.0,Event_7238683380,49,Calculus I,3.0,1600.0,1650.0,2.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81363.0,Event_9090668379,02,Physics Ii,4.0,800.0,950.0,7.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
84110.0,Event_1799977658,01,Power Engineering Analysis,4.0,1000.0,1120.0,7.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81163.0,Event_9206003537,16,Calculus Ii,4.0,1100.0,1150.0,4.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
83822.0,Event_3758267818,18,Multivar Calc & Matrix Algebra,4.0,1200.0,1250.0,7.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
85493.0,Event_5530552370,04,Introduction To Linguistics,4.0,1400.0,1550.0,3.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81125.0,Event_4697068264,10,Intro Diff Equations,4.0,1400.0,1450.0,9.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81403.0,Event_9450004779,01,It & Web Science Capstone,4.0,1600.0,1750.0,1.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
85479.0,Event_5360281236,02,Media And Society,5.0,800.0,950.0,4.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
83544.0,Event_0050425681,01,Programming For Cog Sci & Ai,5.0,1000.0,1150.0,5.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
83354.0,Event_7191783096,01,Quantum Physics I,5.0,1000.0,1150.0,5.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
84140.0,Event_0667680779,46,Calculus I,5.0,1200.0,1320.0,13.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
85217.0,Event_3306577772,07,Communication Theory & Prac.,5.0,1400.0,1550.0,7.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
84136.0,Event_6599752256,20,Calculus Ii,5.0,1500.0,1550.0,10.0,17.0,Loc_96288,CARNEGIE BUILDING,Class
81303.0,Event_6193271226,11,Calculus Ii,1.0,800.0,850.0,8.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
83850.0,Event_0721658164,03,Foundations Of Computer Sci,1.0,1000.0,1150.0,7.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
85231.0,Event_6035345029,01,Big Data Policy,1.0,1100.0,1350.0,3.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
81317.0,Event_6041749351,13,Calculus I,1.0,1200.0,1320.0,7.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
84403.0,Event_4945817389,04,Materials Science,1.0,1400.0,1550.0,6.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
82949.0,Event_1257375093,13,Multivar Calc & Matrix Algebra,1.0,1400.0,1520.0,5.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
81159.0,Event_5159855563,01,Microprocessor Systems,1.0,1600.0,1750.0,5.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
82949.0,Event_1098674380,13,Multivar Calc & Matrix Algebra,2.0,800.0,850.0,5.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
84963.0,Event_8706208873,01,Econ Financial Markets & Inst.,2.0,1000.0,1150.0,3.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
81143.0,Event_4288338007,01,Cptr Components & Oper,2.0,1030.0,1150.0,6.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
84245.0,Event_9341254302,49,Calculus I,2.0,1200.0,1320.0,2.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
81047.0,Event_2334427111,01,Data Structures,2.0,1400.0,1550.0,7.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
81152.0,Event_2192697902,03,Computer Hardware Design,2.0,1900.0,2050.0,8.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
85067.0,Event_3818806550,02,Graduate Skills,3.0,1000.0,1050.0,3.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
82010.0,Event_6692189150,03,Mechanical Systems Lab,3.0,1200.0,1350.0,1.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
84164.0,Event_4958192590,80,Grad Arch Design 5,3.0,1400.0,1750.0,3.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
84246.0,Event_9447277122,50,Calculus I,3.0,1600.0,1650.0,7.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
81060.0,Event_7702637970,03,Physics Ii,4.0,800.0,950.0,14.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
83080.0,Event_0308776310,01,Digital Signal Processing,4.0,1000.0,1120.0,8.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
81397.0,Event_0407312959,17,Intro Diff Equations,4.0,1100.0,1150.0,8.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
83823.0,Event_5833023557,19,Multivar Calc & Matrix Algebra,4.0,1200.0,1250.0,14.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
85494.0,Event_2329348625,05,Introduction To Linguistics,4.0,1400.0,1550.0,5.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
83099.0,Event_6243700963,01,It  Master's Capstone,4.0,1600.0,1750.0,5.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
85519.0,Event_8272776178,01,Popular Music & Society,5.0,800.0,950.0,4.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
83545.0,Event_9384026588,01,Programming For Cog Sci & Ai,5.0,1000.0,1150.0,6.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
84496.0,Event_9478572269,01,Elementary Particle Physics,5.0,1000.0,1150.0,2.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
84141.0,Event_6868111025,47,Calculus I,5.0,1200.0,1320.0,10.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
85218.0,Event_2528963840,08,Communication Theory & Prac.,5.0,1400.0,1550.0,3.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
84217.0,Event_6391773161,05,Physics Mentoring For Freshmen,5.0,1500.0,1550.0,3.0,32.0,Loc_73148,CARNEGIE BUILDING,Class
81111.0,Event_8180679760,01,"Calc I For Arch, Mgmt &  Hass",1.0,800.0,850.0,11.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
84548.0,Event_9012747450,04,Foundations Of Computer Sci,1.0,1000.0,1150.0,5.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
83380.0,Event_5504036817,37,Calculus I,1.0,1100.0,1150.0,8.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81318.0,Event_3528508605,14,Calculus I,1.0,1200.0,1320.0,8.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81571.0,Event_9475854196,01,Experimental Chemistry I,1.0,1400.0,1750.0,4.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
82950.0,Event_1038705868,14,Multivar Calc & Matrix Algebra,1.0,1400.0,1520.0,8.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81155.0,Event_6110145443,01,Semicond Dev & Models I,1.0,1600.0,1720.0,6.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
83821.0,Event_7820120828,17,Multivar Calc & Matrix Algebra,2.0,800.0,850.0,3.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
83401.0,Event_6331142374,01,Econometrics,2.0,1000.0,1150.0,5.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81158.0,Event_5743163262,02,Cptr Components & Oper,2.0,1030.0,1150.0,3.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
84246.0,Event_6856339219,50,Calculus I,2.0,1200.0,1320.0,7.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
83668.0,Event_5644436824,02,Data Structures,2.0,1400.0,1550.0,7.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
84517.0,Event_2909481937,01,Social Demo: Society By Number,2.0,1400.0,1550.0,4.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81153.0,Event_8379008184,04,Computer Hardware Design,2.0,1900.0,2050.0,5.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81143.0,Event_8268887944,01,Cptr Components & Oper,3.0,1000.0,1150.0,6.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81581.0,Event_1683308954,03,Modeling And Contrl Of Dyn Sys,3.0,1200.0,1350.0,9.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
83549.0,Event_8872597909,01,Experimental Game Design,3.0,1400.0,1750.0,3.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
83448.0,Event_0849192965,51,Calculus I,3.0,1600.0,1650.0,6.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81061.0,Event_7379829029,04,Physics Ii,4.0,800.0,950.0,12.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81148.0,Event_4874168482,01,Cptr Comm Networks,4.0,1000.0,1120.0,2.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81398.0,Event_2647523301,18,Intro Diff Equations,4.0,1100.0,1150.0,9.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
83824.0,Event_4376130915,20,Multivar Calc & Matrix Algebra,4.0,1200.0,1250.0,7.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
85186.0,Event_8331908031,01,Computational Linguistics,4.0,1400.0,1550.0,2.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
85366.0,Event_7827750393,01,Vibrations,4.0,1600.0,1720.0,5.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
84465.0,Event_7858213919,01,Designing Climate Justice,5.0,800.0,950.0,3.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
85152.0,Event_5970616516,05,Communication Theory & Prac.,5.0,1000.0,1150.0,4.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
82242.0,Event_7054115968,01,Statistical Mechanics,5.0,1000.0,1150.0,5.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
84142.0,Event_8385789498,48,Calculus I,5.0,1200.0,1320.0,9.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
81047.0,Event_6541518193,01,Data Structures,5.0,1400.0,1550.0,7.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
82661.0,Event_1734139768,01,Biology Core Course I,5.0,1600.0,1720.0,11.0,23.0,Loc_47947,CARNEGIE BUILDING,Class
85406.0,Event_5765214466,05,Foundations Of Computer Sci,1.0,1000.0,1150.0,8.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
83382.0,Event_5900542193,38,Calculus I,1.0,1100.0,1150.0,3.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81319.0,Event_3721510973,15,Calculus I,1.0,1200.0,1320.0,7.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
83849.0,Event_2969165496,03,Modern Techniques In Chemistry,1.0,1400.0,1650.0,4.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
83052.0,Event_6877426300,15,Multivar Calc & Matrix Algebra,1.0,1400.0,1520.0,5.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
84444.0,Event_2793708466,01,Computer Graphics,1.0,1600.0,1720.0,5.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
84376.0,Event_4900375874,21,Multivar Calc & Matrix Algebra,2.0,800.0,850.0,10.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
83402.0,Event_8470603860,01,Introduction To Econometrics,2.0,1000.0,1150.0,1.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81202.0,Event_0009515267,03,Cptr Components & Oper,2.0,1030.0,1150.0,4.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
83448.0,Event_9818760627,51,Calculus I,2.0,1200.0,1320.0,6.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81048.0,Event_0037215304,03,Data Structures,2.0,1400.0,1550.0,7.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
85352.0,Event_0654261073,09,Pd2 Tech Issues & Solutions,2.0,1400.0,1550.0,5.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81154.0,Event_2392803894,05,Computer Hardware Design,2.0,1900.0,2050.0,7.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81089.0,Event_6840653979,03,Engr Graphics & Cad,3.0,1000.0,1150.0,6.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
84823.0,Event_8371334821,08,Modeling And Contrl Of Dyn Sys,3.0,1200.0,1350.0,4.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
82526.0,Event_1847340960,03,Chemistry I With Advanced Lab,3.0,1400.0,1450.0,6.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
83449.0,Event_3415548794,52,Calculus I,3.0,1600.0,1650.0,4.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81065.0,Event_8299033234,05,Physics Ii,4.0,800.0,950.0,11.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81531.0,Event_8849522954,01,Multidisciplinary Cap Design,4.0,1000.0,1150.0,3.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81399.0,Event_2064161139,19,Intro Diff Equations,4.0,1100.0,1150.0,9.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81305.0,Event_5238791812,14,Intro Diff Equations,4.0,1200.0,1250.0,10.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
85190.0,Event_4269116230,01,Computational Linguistics,4.0,1400.0,1550.0,3.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
83224.0,Event_5566760610,25,Calculus I,4.0,1600.0,1650.0,9.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
85516.0,Event_4122184180,03,Intro To Literature,5.0,800.0,950.0,8.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
85153.0,Event_1016040213,06,Communication Theory & Prac.,5.0,1000.0,1150.0,2.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81563.0,Event_0795778236,01,Intro To Sports Psychology,5.0,1000.0,1150.0,3.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
84245.0,Event_3066267521,49,Calculus I,5.0,1200.0,1320.0,2.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
83668.0,Event_6759523510,02,Data Structures,5.0,1400.0,1550.0,7.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
85389.0,Event_8344891816,01,Rcos   Large Group Meetings,5.0,1600.0,1750.0,5.0,11.0,Loc_99388,CARNEGIE BUILDING,Class
81366.0,Event_2605933557,05,Multivar Calc & Matrix Algebra,1.0,800.0,850.0,6.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81050.0,Event_2129080361,01,Introduction To Algorithms,1.0,1000.0,1150.0,9.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81109.0,Event_5729962770,07,Calculus Ii,1.0,1100.0,1150.0,8.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81320.0,Event_0863939231,16,Calculus I,1.0,1200.0,1320.0,1.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81171.0,Event_6493648283,01,"Material, Energy & Entropy Bal",1.0,1400.0,1550.0,6.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
83053.0,Event_5971020973,16,Multivar Calc & Matrix Algebra,1.0,1400.0,1520.0,5.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
84906.0,Event_8836560207,01,Intro To Better World Engr,1.0,1600.0,1650.0,2.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81274.0,Event_2719879541,07,Intro Diff Equations,2.0,800.0,850.0,3.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81142.0,Event_4944301015,01,Signals & Systems,2.0,1000.0,1120.0,4.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
84841.0,Event_6181812090,80,Environmental Parametrics,2.0,1100.0,1250.0,1.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
83449.0,Event_7885008472,52,Calculus I,2.0,1200.0,1320.0,4.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
83405.0,Event_5018444600,04,Data Structures,2.0,1400.0,1550.0,5.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
84899.0,Event_4454570865,01,Advanced Cell Biology Lab,2.0,1500.0,1550.0,3.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81312.0,Event_1869805036,06,Computer Hardware Design,2.0,1900.0,2050.0,3.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81016.0,Event_9834868248,05,Engr Processes,3.0,1000.0,1250.0,3.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81593.0,Event_6144639594,03,Fluid Dynamics Lab,3.0,1200.0,1350.0,4.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81571.0,Event_3247613296,01,Experimental Chemistry I,3.0,1400.0,1450.0,4.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81113.0,Event_9160968064,01,Art & Science Of Math I,3.0,1600.0,1650.0,2.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
84241.0,Event_9068922193,06,Physics Ii,4.0,800.0,950.0,9.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
82920.0,Event_4016533165,01,Power Engineering Analysis,4.0,1000.0,1120.0,3.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81400.0,Event_3203851552,20,Intro Diff Equations,4.0,1100.0,1150.0,3.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
85040.0,Event_1539453828,02,Foundations Of Hci Usability,4.0,1400.0,1550.0,1.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
83225.0,Event_0988998847,26,Calculus I,4.0,1600.0,1650.0,10.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81579.0,Event_6609748354,01,Modeling And Contrl Of Dyn Sys,5.0,800.0,950.0,9.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
83551.0,Event_3491960986,01,Visual Poetics & Narrative,5.0,1000.0,1150.0,4.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
83047.0,Event_9831684421,01,Industrial & Org'l Psychology,5.0,1000.0,1150.0,1.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
84246.0,Event_9822182505,50,Calculus I,5.0,1200.0,1320.0,7.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
81048.0,Event_3374753893,03,Data Structures,5.0,1400.0,1550.0,7.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
85390.0,Event_4463308967,02,Rcos   Large Group Meetings,5.0,1600.0,1750.0,7.0,16.0,Loc_96326,CARNEGIE BUILDING,Class
82676.0,Event_6693356903,11,Multivar Calc & Matrix Algebra,1.0,800.0,850.0,7.0,14.0,Loc_28641,CARNEGIE BUILDING,Class
81051.0,Event_6006621388,02,Introduction To Algorithms,1.0,1000.0,1150.0,11.0,14.0,Loc_28641,CARNEGIE BUILDING,Class
81161.0,Event_6644517926,13,Calculus Ii,1.0,1100.0,1150.0,5.0,14.0,Loc_28641,CARNEGIE BUILDING,Class
84245.0,Event_5076283803,49,Calculus I,1.0,1200.0,1250.0,2.0,14.0,Loc_28641,CARNEGIE BUILDING,Class
