EventID1,EventID2,HeadCount
142,214,7
142,216,11
142,218,7
142,220,7
142,Event_10627,2
142,Event_1734139768,1
142,Event_2920601317,1
142,Event_4463308967,2
142,Event_6245753008,1
142,Event_6701794109,3
142,Event_81785,3
142,Event_97918,2
143,145,23
143,146,23
143,147,20
143,148,9
143,149,7
143,150,20
143,208,4
143,210,3
143,212,10
143,214,8
143,216,9
143,218,5
143,220,5
143,Event_10627,2
143,Event_1734139768,3
143,Event_2920601317,1
143,Event_35057,1
143,Event_4788731260,1
143,Event_6245753008,2
143,Event_6498735218,1
143,Event_6701794109,1
143,Event_8344891816,1
143,Event_9024586049,1
143,Event_9675463691,1
143,Event_97918,2
144,145,18
144,146,22
144,147,17
144,148,19
144,149,11
144,150,14
144,208,6
144,210,6
144,212,9
144,214,6
144,216,6
144,218,8
144,220,6
144,Event_10627,1
144,Event_35057,2
144,Event_3744330313,3
144,Event_6498735218,1
144,Event_6701794109,1
144,Event_81785,2
144,Event_97918,1
145,148,29
145,149,33
145,150,27
145,208,24
145,210,20
145,212,18
145,214,22
145,216,25
145,218,30
145,220,22
145,Event_10627,2
145,Event_49146,3
145,Event_97918,1
146,148,40
146,149,30
146,150,35
146,208,19
146,210,10
146,212,16
146,214,17
146,216,19
146,218,31
146,220,25
146,Event_10627,2
146,Event_49146,2
146,Event_97918,3
147,148,22
147,149,29
147,150,27
147,208,18
147,210,14
147,212,22
147,214,22
147,216,22
147,218,29
147,220,16
147,Event_97918,4
148,208,32
148,210,36
148,212,30
148,214,44
148,216,31
148,218,28
148,220,33
149,208,35
149,210,34
149,212,39
149,214,40
149,216,37
149,218,36
149,220,34
149,Event_49146,1
150,208,29
150,210,44
150,212,34
150,214,47
150,216,28
150,218,35
150,220,36
151,1,26
151,2,28
151,3,31
151,4,14
151,5,15
151,6,14
151,7,3
151,8,6
151,9,7
151,10,1
151,11,1
151,12,1
151,15,1
151,Event_0012381028,1
151,Event_0444758557,1
151,Event_0548928882,2
151,Event_0696325471,1
151,Event_0868888355,1
151,Event_0873098558,1
151,Event_0994240938,1
151,Event_1225666490,1
151,Event_1395894361,1
151,Event_1776940735,1
151,Event_2068553977,3
151,Event_2129080361,2
151,Event_2326972135,1
151,Event_23882,3
151,Event_2526613808,1
151,Event_2629538192,1
151,Event_2668396864,1
151,Event_2676253629,2
151,Event_2844457712,1
151,Event_3181661933,3
151,Event_3229071197,1
151,Event_3641784369,1
151,Event_3797738453,1
151,Event_3842084830,1
151,Event_4059832920,1
151,Event_4244832025,2
151,Event_4319106639,1
151,Event_4574766317,1
151,Event_4742586334,1
151,Event_5107810802,1
151,Event_5189742764,1
151,Event_5900542193,1
151,Event_6223874861,1
151,Event_6327467556,1
151,Event_6381496413,1
151,Event_6394834902,1
151,Event_6402362201,1
151,Event_6693356903,5
151,Event_6846549722,1
151,Event_6900822283,2
151,Event_69122,1
151,Event_6945768810,1
151,Event_6999662533,1
151,Event_7727055422,1
151,Event_7810264945,1
151,Event_7929857883,1
151,Event_8013058306,1
151,Event_8180679760,1
151,Event_8355965331,1
151,Event_9326613594,1
151,Event_9370215101,1
151,Event_9741005763,1
151,Event_99544,1
152,31,35
152,32,19
152,33,25
152,34,10
152,35,13
152,36,16
152,37,1
152,38,3
152,39,1
152,40,1
152,42,1
152,Event_0120791434,1
152,Event_0189230397,1
152,Event_0574923899,1
152,Event_0765177980,1
152,Event_0905324852,1
152,Event_1013253266,1
152,Event_1084042256,1
152,Event_1118067970,1
152,Event_1213096164,1
152,Event_1831123856,2
152,Event_1966582703,1
152,Event_2000918610,1
152,Event_2007321813,1
152,Event_2132753622,5
152,Event_2518897335,1
152,Event_2670623910,1
152,Event_2719879541,1
152,Event_2781526392,2
152,Event_3008695606,1
152,Event_3133786124,2
152,Event_3651313506,1
152,Event_3703359008,1
152,Event_3972734301,2
152,Event_3988302831,1
152,Event_4476780942,2
152,Event_44874,2
152,Event_4581180583,1
152,Event_4657518881,1
152,Event_4900375874,1
152,Event_5009862972,2
152,Event_5451264483,1
152,Event_56207,2
152,Event_5698818669,1
152,Event_5821041992,1
152,Event_5840219088,1
152,Event_5859646554,1
152,Event_59796,3
152,Event_5991772898,1
152,Event_6027955587,1
152,Event_6151678818,1
152,Event_6721730201,1
152,Event_6802461328,3
152,Event_6986252366,1
152,Event_7194659626,1
152,Event_7208895665,1
152,Event_7435491692,1
152,Event_74755,1
152,Event_7534985278,2
152,Event_7683524466,2
152,Event_7747676490,1
152,Event_7931539953,2
152,Event_7960721321,2
152,Event_8061594549,1
152,Event_8180697865,3
152,Event_8259033243,1
152,Event_8850310193,1
152,Event_9211708992,1
152,Event_9313778634,1
152,Event_9543221011,1
152,Event_9680216118,1
152,Event_9783514541,1
152,Event_9852296848,2
152,Event_9885270024,5
152,Event_9939587912,1
153,1,25
153,2,20
153,3,22
153,4,17
153,5,15
153,6,13
153,7,4
153,8,3
153,9,4
153,10,3
153,11,2
153,12,1
153,Event_01880,1
153,Event_0354657868,5
153,Event_0444758557,1
153,Event_0452640448,1
153,Event_0548928882,1
153,Event_0772160391,1
153,Event_0873098558,1
153,Event_0994240938,1
153,Event_1069475386,3
153,Event_1169395247,1
153,Event_1203063358,1
153,Event_1225666490,1
153,Event_1312889737,1
153,Event_1395894361,1
153,Event_1463463159,1
153,Event_1851729182,1
153,Event_2181013951,1
153,Event_2367341970,1
153,Event_23882,2
153,Event_2526613808,1
153,Event_2605933557,1
153,Event_2629538192,1
153,Event_2668396864,2
153,Event_2676253629,3
153,Event_2692971526,1
153,Event_2907521364,3
153,Event_3050990153,1
153,Event_3591113972,1
153,Event_3641784369,4
153,Event_3717794903,2
153,Event_3797738453,1
153,Event_4111369689,1
153,Event_4350586074,1
153,Event_4574766317,1
153,Event_4609369123,1
153,Event_46333,2
153,Event_4742586334,3
153,Event_4921841298,1
153,Event_5250797927,2
153,Event_5252661924,1
153,Event_5601009461,1
153,Event_6007404979,1
153,Event_6193271226,2
153,Event_6315703437,2
153,Event_6402362201,1
153,Event_6687313433,1
153,Event_69122,5
153,Event_70366,1
153,Event_7527081792,1
153,Event_7754785436,3
153,Event_7870155538,1
153,Event_7929236353,2
153,Event_81263,1
153,Event_8180679760,2
153,Event_8365803497,1
153,Event_8397608729,4
153,Event_8726093942,1
153,Event_8853464603,1
153,Event_9012747450,1
153,Event_9265367909,1
153,Event_9370215101,1
153,Event_9802448006,1
153,Event_99544,4
154,31,24
154,32,27
154,33,26
154,34,14
154,35,11
154,36,18
154,37,2
154,38,3
154,39,3
154,40,5
154,41,2
154,42,1
154,43,1
154,44,1
154,45,3
154,Event_0163765087,1
154,Event_0189230397,1
154,Event_0190770848,1
154,Event_0574923899,1
154,Event_1012117348,1
154,Event_1017125600,1
154,Event_1074263772,1
154,Event_1098674380,2
154,Event_1109733820,1
154,Event_1118067970,3
154,Event_1213096164,1
154,Event_1465296538,1
154,Event_15924,1
154,Event_1686891012,2
154,Event_1735915644,2
154,Event_2000918610,1
154,Event_2007321813,3
154,Event_2132753622,1
154,Event_2153001521,1
154,Event_2439788064,1
154,Event_2622472375,1
154,Event_2781526392,1
154,Event_3050256392,1
154,Event_3073121306,1
154,Event_3133786124,1
154,Event_3317411990,1
154,Event_3972734301,3
154,Event_4138634308,1
154,Event_4163401074,1
154,Event_4281059249,1
154,Event_4476780942,2
154,Event_44874,5
154,Event_4657518881,1
154,Event_4900375874,1
154,Event_5100339045,1
154,Event_5311877314,1
154,Event_5465382946,1
154,Event_5821041992,1
154,Event_5840219088,2
154,Event_5859646554,3
154,Event_59796,3
154,Event_5984733814,2
154,Event_6151678818,1
154,Event_6156783254,2
154,Event_6293312926,2
154,Event_6331142374,1
154,Event_6488135482,2
154,Event_6510352753,1
154,Event_6840938870,1
154,Event_7208895665,1
154,Event_7227973052,1
154,Event_7497813600,1
154,Event_7820120828,1
154,Event_7949560390,2
154,Event_8061594549,1
154,Event_8259033243,2
154,Event_8805928032,1
154,Event_8850310193,1
154,Event_9569959491,1
154,Event_9852296848,1
154,Event_9908098563,1
154,Event_9973176069,1
155,1,31
155,2,24
155,3,23
155,4,11
155,5,21
155,6,16
155,7,5
155,8,3
155,9,4
155,10,3
155,15,1
155,Event_0179912485,1
155,Event_01880,1
155,Event_0501633147,1
155,Event_0696325471,1
155,Event_0721658164,1
155,Event_0728594340,1
155,Event_0772160391,1
155,Event_0801508226,2
155,Event_0878706971,1
155,Event_0896404383,1
155,Event_0994240938,1
155,Event_1014701397,1
155,Event_1069475386,2
155,Event_1132856797,2
155,Event_1169395247,1
155,Event_1312889737,3
155,Event_1395894361,1
155,Event_1438122886,1
155,Event_1463463159,1
155,Event_1611091022,1
155,Event_1716829178,1
155,Event_1776940735,3
155,Event_1917896137,2
155,Event_1943344516,1
155,Event_2181013951,1
155,Event_2318280405,2
155,Event_2336240386,1
155,Event_23882,1
155,Event_2398290314,2
155,Event_2605933557,3
155,Event_2629538192,2
155,Event_2668396864,1
155,Event_2676253629,1
155,Event_2907521364,1
155,Event_3050990153,1
155,Event_3229071197,1
155,Event_3797738453,4
155,Event_3842084830,1
155,Event_4111369689,1
155,Event_4319106639,2
155,Event_4350586074,2
155,Event_4557606590,1
155,Event_4977020329,1
155,Event_5039332934,1
155,Event_5189742764,3
155,Event_5851351084,1
155,Event_6118144262,1
155,Event_6193271226,2
155,Event_6327467556,4
155,Event_6394834902,1
155,Event_6519301536,1
155,Event_6644517926,1
155,Event_69122,3
155,Event_7282570769,1
155,Event_7543626146,1
155,Event_7740249170,1
155,Event_7929236353,1
155,Event_81263,3
155,Event_8180679760,1
155,Event_8365803497,3
155,Event_8397608729,3
155,Event_8726093942,3
155,Event_9041802652,1
155,Event_9153288461,1
155,Event_9326613594,3
155,Event_9370215101,3
155,Event_9698382264,1
156,31,20
156,32,24
156,33,29
156,34,23
156,35,15
156,36,18
156,37,4
156,38,6
156,39,3
156,40,3
156,41,2
156,42,2
156,44,2
156,45,1
156,47,1
156,Event_0056767392,1
156,Event_0163765087,2
156,Event_0189230397,1
156,Event_0516397559,1
156,Event_0574923899,1
156,Event_0646172039,1
156,Event_0658455995,1
156,Event_0720093781,1
156,Event_0766725692,1
156,Event_0861694003,1
156,Event_1012117348,2
156,Event_1074263772,1
156,Event_1084042256,2
156,Event_1098674380,2
156,Event_1200696669,1
156,Event_1530117271,1
156,Event_2000918610,2
156,Event_2022946758,1
156,Event_2132753622,1
156,Event_2153001521,2
156,Event_2439788064,1
156,Event_2518897335,2
156,Event_2622472375,2
156,Event_2749353786,1
156,Event_2781526392,1
156,Event_3133786124,1
156,Event_3317411990,1
156,Event_3703359008,1
156,Event_3772547092,1
156,Event_3972734301,1
156,Event_3988302831,1
156,Event_4055650453,1
156,Event_4138634308,1
156,Event_4163401074,1
156,Event_4281059249,1
156,Event_4476780942,1
156,Event_44874,2
156,Event_4657518881,1
156,Event_4944301015,1
156,Event_5009862972,1
156,Event_5465382946,3
156,Event_5504730461,1
156,Event_56207,1
156,Event_5698818669,1
156,Event_5821041992,1
156,Event_5840219088,1
156,Event_59796,2
156,Event_6151678818,2
156,Event_6156783254,1
156,Event_6840938870,1
156,Event_7125318578,1
156,Event_7208895665,4
156,Event_7225992431,1
156,Event_7534985278,1
156,Event_7683524466,1
156,Event_7747676490,1
156,Event_7931539953,4
156,Event_7949560390,1
156,Event_8082920322,1
156,Event_8259033243,1
156,Event_8678224418,1
156,Event_8834738774,4
156,Event_8881141718,1
156,Event_8975810047,2
156,Event_9313778634,2
156,Event_9543221011,1
156,Event_9569959491,3
156,Event_9588692149,1
157,1,33
157,2,32
157,3,37
157,4,15
157,5,14
157,6,20
157,7,6
157,9,1
157,11,6
157,12,3
157,Event_0012381028,2
157,Event_0085520888,2
157,Event_0354657868,1
157,Event_0390179727,1
157,Event_0423822388,1
157,Event_0533250832,1
157,Event_0548928882,1
157,Event_0728594340,1
157,Event_0873098558,1
157,Event_1132856797,1
157,Event_1245144287,1
157,Event_1312889737,2
157,Event_1383107317,2
157,Event_1438122886,1
157,Event_1611091022,2
157,Event_1716829178,1
157,Event_1776940735,2
157,Event_2068553977,1
157,Event_2181013951,2
157,Event_2326972135,1
157,Event_23882,2
157,Event_2388815455,2
157,Event_2398290314,2
157,Event_2526613808,2
157,Event_2629538192,1
157,Event_2635437689,1
157,Event_2676253629,1
157,Event_2839910164,1
157,Event_3181661933,1
157,Event_3229071197,1
157,Event_3641784369,1
157,Event_3797738453,3
157,Event_3842084830,2
157,Event_4111369689,4
157,Event_4244832025,2
157,Event_4319106639,1
157,Event_4325514226,1
157,Event_46333,1
157,Event_5252661924,3
157,Event_5262613749,1
157,Event_5375262262,1
157,Event_56359,1
157,Event_5643657546,1
157,Event_5790671382,1
157,Event_6006621388,1
157,Event_6104095306,1
157,Event_6119108817,1
157,Event_6193271226,1
157,Event_6315703437,1
157,Event_6381496413,3
157,Event_6693356903,1
157,Event_69122,3
157,Event_6999662533,1
157,Event_7258309612,1
157,Event_7282570769,1
157,Event_7740249170,1
157,Event_7754785436,2
157,Event_7810264945,1
157,Event_7929236353,2
157,Event_7929857883,1
157,Event_8013058306,1
157,Event_8039196502,1
157,Event_81263,1
157,Event_8180679760,4
157,Event_8218056142,1
157,Event_8365803497,1
157,Event_8397608729,2
157,Event_8500563876,1
157,Event_9012747450,1
157,Event_9265367909,1
157,Event_9370215101,2
157,Event_99544,1
157,Event_9971022781,1
157,Event_9973882866,1
158,31,31
158,32,26
158,33,24
158,34,13
158,35,14
158,36,15
158,37,4
158,38,5
158,39,6
158,40,1
158,41,2
158,42,3
158,Event_0056767392,2
158,Event_0120791434,1
158,Event_0349789970,1
158,Event_0574923899,3
158,Event_0765177980,1
158,Event_1012398827,1
158,Event_1013253266,1
158,Event_1054691176,1
158,Event_1109733820,3
158,Event_1530117271,2
158,Event_15924,5
158,Event_1686891012,1
158,Event_1831123856,1
158,Event_1861284228,1
158,Event_1966582703,5
158,Event_2007321813,1
158,Event_2020915083,1
158,Event_2051423852,1
158,Event_2132753622,1
158,Event_2439788064,2
158,Event_2518897335,1
158,Event_2534642768,1
158,Event_2622472375,1
158,Event_2719879541,1
158,Event_2749353786,1
158,Event_2781526392,3
158,Event_2841782774,1
158,Event_2885548230,1
158,Event_3133786124,1
158,Event_3317411990,1
158,Event_3651313506,1
158,Event_3703359008,3
158,Event_3972734301,1
158,Event_4138634308,1
158,Event_4163401074,1
158,Event_4405484909,1
158,Event_4456596394,2
158,Event_4476780942,2
158,Event_44874,4
158,Event_4581180583,1
158,Event_4900375874,3
158,Event_5009862972,2
158,Event_5465382946,2
158,Event_5504730461,1
158,Event_56207,2
158,Event_5698818669,3
158,Event_5821041992,1
158,Event_5840219088,2
158,Event_6151678818,2
158,Event_6156783254,1
158,Event_6216281723,1
158,Event_6293312926,1
158,Event_6427252356,1
158,Event_6487015978,2
158,Event_6510352753,2
158,Event_6719078839,1
158,Event_7048018678,1
158,Event_7208895665,2
158,Event_7435491692,3
158,Event_74755,1
158,Event_7497813600,1
158,Event_7534985278,2
158,Event_7820120828,2
158,Event_7931539953,1
158,Event_7949560390,4
158,Event_8061594549,1
158,Event_8259033243,2
158,Event_8285257621,1
158,Event_8881141718,4
158,Event_9211708992,1
158,Event_9300125072,1
158,Event_9313778634,1
158,Event_9511327958,1
158,Event_9543221011,1
158,Event_9569959491,1
158,Event_9588692149,1
158,Event_9680216118,2
158,Event_9852296848,2
158,Event_9885270024,1
159,1,27
159,2,28
159,3,21
159,4,10
159,5,18
159,6,21
159,7,6
159,8,1
159,9,6
159,10,1
159,11,1
159,12,3
159,Event_0012381028,2
159,Event_0085520888,1
159,Event_0354657868,1
159,Event_0728594340,1
159,Event_0873098558,1
159,Event_0878706971,1
159,Event_0994240938,1
159,Event_1069475386,1
159,Event_1203063358,1
159,Event_1383107317,1
159,Event_1395894361,1
159,Event_1438122886,1
159,Event_1463463159,3
159,Event_1611091022,3
159,Event_1636596526,3
159,Event_1716829178,3
159,Event_1776940735,1
159,Event_1987818816,1
159,Event_2068553977,1
159,Event_21714,1
159,Event_2219351269,1
159,Event_2318280405,1
159,Event_2326972135,3
159,Event_23882,1
159,Event_2388815455,2
159,Event_2629538192,1
159,Event_2668396864,1
159,Event_3050990153,1
159,Event_3641784369,1
159,Event_3717794903,1
159,Event_3797738453,2
159,Event_3842084830,2
159,Event_4111369689,1
159,Event_4189140577,1
159,Event_4244832025,1
159,Event_4319106639,3
159,Event_4329229287,1
159,Event_46333,2
159,Event_4742586334,3
159,Event_5189742764,1
159,Event_5252661924,1
159,Event_5417394312,1
159,Event_5601009461,1
159,Event_5654038619,1
159,Event_5790671382,1
159,Event_6104095306,1
159,Event_6119108817,1
159,Event_6193271226,1
159,Event_6290239416,1
159,Event_6315703437,3
159,Event_6327467556,1
159,Event_6402362201,1
159,Event_6687313433,1
159,Event_69122,4
159,Event_7282570769,1
159,Event_7754785436,1
159,Event_7810264945,2
159,Event_7929236353,1
159,Event_8013058306,1
159,Event_81263,3
159,Event_8159581468,1
159,Event_8355965331,2
159,Event_8365803497,4
159,Event_8397608729,2
159,Event_8726093942,1
159,Event_9110351052,1
159,Event_9326613594,2
159,Event_9370215101,1
159,Event_99544,2
160,31,26
160,32,26
160,33,27
160,34,13
160,35,15
160,36,10
160,37,3
160,38,7
160,39,3
160,40,3
160,42,2
160,44,1
160,47,1
160,Event_0056767392,1
160,Event_0120791434,1
160,Event_0190770848,1
160,Event_0197017583,1
160,Event_0905324852,2
160,Event_1098674380,1
160,Event_1109733820,1
160,Event_1118067970,3
160,Event_1213096164,1
160,Event_15924,1
160,Event_1966582703,1
160,Event_2000918610,1
160,Event_2022946758,1
160,Event_2132753622,2
160,Event_2153001521,1
160,Event_2281043228,1
160,Event_2292238797,1
160,Event_2518897335,4
160,Event_2670623910,2
160,Event_2719879541,1
160,Event_2781526392,1
160,Event_2841782774,1
160,Event_2885548230,1
160,Event_2990439028,1
160,Event_3049159882,2
160,Event_3081926258,1
160,Event_3133786124,2
160,Event_3146839345,1
160,Event_3538847540,1
160,Event_3703359008,3
160,Event_3726160217,1
160,Event_3972734301,1
160,Event_4096664955,1
160,Event_4138634308,1
160,Event_4149790762,1
160,Event_4163401074,2
160,Event_4281059249,1
160,Event_4456596394,1
160,Event_4476780942,2
160,Event_44874,3
160,Event_4581180583,2
160,Event_4900375874,3
160,Event_5009862972,2
160,Event_5100339045,1
160,Event_5248363985,1
160,Event_5465382946,1
160,Event_5504730461,3
160,Event_56207,2
160,Event_5698818669,2
160,Event_5821041992,2
160,Event_5859646554,1
160,Event_59796,2
160,Event_5984733814,1
160,Event_6151678818,3
160,Event_6156783254,1
160,Event_6510352753,2
160,Event_6812364699,2
160,Event_6986252366,1
160,Event_7009505723,2
160,Event_7125318578,1
160,Event_7208895665,1
160,Event_7435491692,3
160,Event_7497813600,1
160,Event_7534985278,1
160,Event_7931539953,2
160,Event_7949560390,1
160,Event_8061594549,1
160,Event_8180697865,1
160,Event_8259033243,2
160,Event_9543221011,3
160,Event_9569959491,1
160,Event_9680216118,1
161,1,29
161,2,38
161,3,29
161,4,18
161,5,15
161,6,14
161,7,3
161,8,4
161,9,1
161,10,1
161,11,3
161,12,1
161,15,1
161,Event_0012381028,1
161,Event_0423822388,1
161,Event_0444758557,1
161,Event_0548928882,2
161,Event_0728594340,2
161,Event_0801508226,1
161,Event_0873098558,1
161,Event_0994240938,3
161,Event_1132856797,3
161,Event_1312889737,1
161,Event_1383107317,1
161,Event_1395894361,3
161,Event_1438122886,1
161,Event_1463463159,1
161,Event_1716829178,2
161,Event_1943344516,1
161,Event_2068553977,1
161,Event_2238808623,1
161,Event_2283128643,1
161,Event_2318280405,1
161,Event_2326972135,3
161,Event_23882,2
161,Event_2605933557,1
161,Event_2629538192,1
161,Event_2668396864,2
161,Event_2907521364,1
161,Event_3050990153,1
161,Event_3181661933,1
161,Event_3229071197,1
161,Event_3335456003,1
161,Event_3337978089,1
161,Event_3641784369,4
161,Event_3825930509,1
161,Event_4111369689,1
161,Event_4244832025,4
161,Event_4292460140,1
161,Event_4319106639,2
161,Event_4350586074,1
161,Event_4451493164,1
161,Event_46333,1
161,Event_4837019930,1
161,Event_4921841298,2
161,Event_4957833018,1
161,Event_5189742764,3
161,Event_5252661924,1
161,Event_5694400305,1
161,Event_5765214466,1
161,Event_5851351084,1
161,Event_6193271226,1
161,Event_6223874861,1
161,Event_6394834902,3
161,Event_6402362201,1
161,Event_69122,3
161,Event_7152077997,2
161,Event_7282570769,1
161,Event_7524383284,1
161,Event_7560663368,1
161,Event_7740249170,4
161,Event_7810264945,2
161,Event_7929236353,2
161,Event_7929857883,2
161,Event_8039196502,2
161,Event_81263,4
161,Event_8355965331,2
161,Event_8365803497,3
161,Event_8397608729,1
161,Event_8726093942,1
161,Event_8941213447,1
161,Event_9012747450,1
161,Event_9802448006,3
161,Event_99544,1
162,31,31
162,32,31
162,33,34
162,34,19
162,35,14
162,36,17
162,37,3
162,38,5
162,39,4
162,40,1
162,41,1
162,42,1
162,Event_0056767392,2
162,Event_0120791434,1
162,Event_0190770848,3
162,Event_0256195603,1
162,Event_0574923899,5
162,Event_0905324852,1
162,Event_1109733820,2
162,Event_1118067970,1
162,Event_1530117271,1
162,Event_15924,1
162,Event_1735915644,1
162,Event_1740290055,1
162,Event_1966582703,2
162,Event_1982852340,1
162,Event_2000918610,3
162,Event_2022946758,1
162,Event_20941,1
162,Event_2132753622,3
162,Event_2439788064,2
162,Event_2518897335,1
162,Event_2520990897,1
162,Event_2622472375,1
162,Event_2645835046,1
162,Event_2660610792,1
162,Event_2749353786,1
162,Event_2781526392,3
162,Event_3564248301,1
162,Event_3972734301,2
162,Event_4138634308,2
162,Event_4281059249,1
162,Event_4405484909,2
162,Event_4476780942,2
162,Event_44874,5
162,Event_4581180583,1
162,Event_4657518881,1
162,Event_4715203194,1
162,Event_4853094907,1
162,Event_4900375874,1
162,Event_5465382946,1
162,Event_56207,1
162,Event_5821041992,1
162,Event_5840219088,1
162,Event_5859646554,3
162,Event_59796,3
162,Event_6027955587,1
162,Event_6151678818,2
162,Event_6510352753,1
162,Event_6802461328,1
162,Event_6860697365,1
162,Event_7227973052,1
162,Event_74755,2
162,Event_7497813600,1
162,Event_7706477429,1
162,Event_7931539953,4
162,Event_7949560390,1
162,Event_8180697865,1
162,Event_8191569721,1
162,Event_8751529146,1
162,Event_8805928032,2
162,Event_8834738774,1
162,Event_8868761851,1
162,Event_8975810047,2
162,Event_9569959491,3
162,Event_9588692149,1
162,Event_9680216118,5
162,Event_9852296848,3
162,Event_9908098563,1
163,1,28
163,2,28
163,3,29
163,4,14
163,5,8
163,6,11
163,7,5
163,8,2
163,9,3
163,10,1
163,11,1
163,12,1
163,14,1
163,Event_0444758557,2
163,Event_0548928882,2
163,Event_0801508226,1
163,Event_0873098558,2
163,Event_0994240938,1
163,Event_1060733812,1
163,Event_1069475386,2
163,Event_1269768830,1
163,Event_1297947065,1
163,Event_1312889737,1
163,Event_1383107317,1
163,Event_1463463159,1
163,Event_1611091022,2
163,Event_1716829178,1
163,Event_2252336343,1
163,Event_23882,2
163,Event_2668396864,1
163,Event_2676253629,2
163,Event_3229071197,1
163,Event_3641784369,1
163,Event_3717794903,1
163,Event_3797738453,2
163,Event_4059832920,1
163,Event_4111369689,2
163,Event_4244832025,1
163,Event_4292460140,1
163,Event_4309117232,2
163,Event_4319106639,1
163,Event_4329229287,1
163,Event_46333,1
163,Event_5262613749,1
163,Event_5375262262,1
163,Event_5643657546,1
163,Event_6104095306,3
163,Event_6193271226,1
163,Event_6315703437,1
163,Event_6381496413,1
163,Event_6394834902,2
163,Event_6402362201,3
163,Event_69122,1
163,Event_6999662533,2
163,Event_70366,1
163,Event_7175142885,1
163,Event_7200410833,1
163,Event_7282570769,1
163,Event_7363826769,1
163,Event_7740249170,1
163,Event_81263,4
163,Event_8180679760,3
163,Event_8218056142,1
163,Event_8266029416,2
163,Event_8292954588,1
163,Event_8355965331,1
163,Event_8365803497,1
163,Event_8397608729,2
163,Event_8590410773,1
163,Event_8726093942,2
163,Event_8853464603,1
163,Event_9075383230,1
163,Event_9326613594,2
163,Event_9802448006,1
163,Event_9947128186,1
163,Event_9971022781,1
164,31,20
164,32,20
164,33,23
164,34,10
164,35,16
164,36,18
164,37,3
164,38,3
164,39,5
164,40,1
164,44,1
164,45,1
164,Event_0056767392,2
164,Event_0120791434,3
164,Event_0190770848,2
164,Event_0396159902,1
164,Event_0574923899,1
164,Event_0766725692,1
164,Event_0905324852,2
164,Event_0926733451,1
164,Event_1012117348,2
164,Event_1084042256,1
164,Event_1109733820,2
164,Event_1118067970,3
164,Event_1213096164,1
164,Event_1461564724,1
164,Event_1530117271,1
164,Event_1686891012,1
164,Event_1735915644,1
164,Event_1861284228,1
164,Event_2000918610,1
164,Event_2132753622,2
164,Event_2153001521,2
164,Event_2749353786,2
164,Event_2781526392,1
164,Event_3050256392,1
164,Event_3133786124,2
164,Event_3317411990,1
164,Event_3772547092,1
164,Event_3988302831,2
164,Event_4138634308,2
164,Event_4340343559,1
164,Event_4476780942,1
164,Event_44874,2
164,Event_4581180583,2
164,Event_4828391033,1
164,Event_4900375874,1
164,Event_5299232730,1
164,Event_5451264483,1
164,Event_5465382946,4
164,Event_56207,1
164,Event_5698818669,1
164,Event_5840219088,1
164,Event_5859646554,3
164,Event_6058992504,1
164,Event_6156783254,3
164,Event_6293312926,1
164,Event_6487015978,1
164,Event_6510352753,1
164,Event_6812364699,1
164,Event_6840938870,2
164,Event_7350377649,1
164,Event_74755,1
164,Event_7497813600,1
164,Event_7534985278,2
164,Event_7683524466,1
164,Event_7747676490,2
164,Event_7931539953,2
164,Event_7960721321,1
164,Event_8027571812,1
164,Event_8259033243,1
164,Event_8505383165,1
164,Event_8706208873,1
164,Event_8834738774,1
164,Event_8868761851,1
164,Event_8975810047,1
164,Event_9511327958,1
164,Event_9569959491,1
164,Event_9786194752,1
164,Event_9852296848,1
164,Event_9885270024,1
164,Event_9908098563,1
164,Event_9939587912,1
166,61,29
166,62,30
166,63,30
166,64,8
166,65,18
166,66,16
166,67,7
166,68,6
166,69,6
166,70,1
166,71,2
166,72,5
166,73,1
166,75,2
166,Event_0035541580,1
166,Event_03393,2
166,Event_0470553040,1
166,Event_0647310375,1
166,Event_0952668100,1
166,Event_1104868455,2
166,Event_1136524268,1
166,Event_1166881625,1
166,Event_2032823254,1
166,Event_2117826256,2
166,Event_2418303163,1
166,Event_2714135059,1
166,Event_2938378275,1
166,Event_3067807023,1
166,Event_3296566164,1
166,Event_3339467904,1
166,Event_3623681317,1
166,Event_3654605969,2
166,Event_3818806550,1
166,Event_4564205645,1
166,Event_4599981189,1
166,Event_5177987099,1
166,Event_5233054971,2
166,Event_5391248440,1
166,Event_5559913868,2
166,Event_5582396739,1
166,Event_5685946465,2
166,Event_6390391076,1
166,Event_6673358358,1
166,Event_7383456325,1
166,Event_75077,2
166,Event_7687450345,1
166,Event_7776105825,1
166,Event_8293460755,1
166,Event_83102,4
166,Event_8533026209,1
166,Event_8752819532,1
166,Event_9049972324,1
166,Event_9429427702,1
166,Event_98339,1
166,Event_99538,1
166,Event_9995311967,3
168,61,41
168,62,27
168,63,27
168,64,17
168,65,11
168,66,12
168,67,6
168,68,4
168,69,8
168,70,5
168,71,2
168,72,7
168,74,1
168,75,1
168,Event_0035541580,2
168,Event_03393,2
168,Event_05035,1
168,Event_0611423486,1
168,Event_0657287888,1
168,Event_0790506796,1
168,Event_1104868455,3
168,Event_1146895090,1
168,Event_12174,1
168,Event_1841757712,1
168,Event_1870032090,1
168,Event_2117826256,2
168,Event_2586283625,2
168,Event_2586740969,3
168,Event_2646883675,1
168,Event_2714135059,1
168,Event_2938378275,1
168,Event_3020393582,1
