PersonID,EventID,Role,RemoteOrLive,ArrivalTime,DepartureTime
Person_630010569,110,Student,Live,1400,1450
Person_669410880,110,Student,Live,1400,1450
Person_640644044,110,Student,Live,1400,1450
Person_790760954,110,Student,Live,1400,1450
Person_128617172,110,Student,Live,1400,1450
Person_925513606,110,Student,Live,1400,1450
Person_215998275,110,Student,Live,1400,1450
Person_718126638,110,Student,Live,1400,1450
Person_857616619,110,Student,Live,1400,1450
Person_487826322,110,Student,Live,1400,1450
Person_499029221,110,Student,Live,1400,1450
Person_856905659,110,Student,Live,1400,1450
Person_120580120,110,Student,Live,1400,1450
Person_596470524,110,Student,Live,1400,1450
Person_163703760,110,Student,Live,1400,1450
Person_354941668,110,Student,Live,1400,1450
Person_045091362,110,Student,Live,1400,1450
Person_103652175,110,Student,Live,1400,1450
Person_416147819,110,Student,Live,1400,1450
Person_173627072,110,Student,Live,1400,1450
Person_642312174,110,Student,Live,1400,1450
Person_470962269,110,Student,Live,1400,1450
Person_639998401,110,Student,Live,1400,1450
Person_958805932,110,Student,Live,1400,1450
Person_076194812,Event_2720519989,Student,Live,1600,1750
Person_347743967,Event_2720519989,Student,Live,1600,1750
Person_013943442,Event_2720519989,Student,Live,1600,1750
Person_601124162,Event_2720519989,Student,Live,1600,1750
Person_202811499,Event_2720519989,Student,Live,1600,1750
Person_445199219,Event_2720519989,Student,Live,1600,1750
Person_624700667,Event_2720519989,Student,Live,1600,1750
Person_995584583,Event_2720519989,Student,Live,1600,1750
Person_072368229,Event_2720519989,Student,Live,1600,1750
Person_076194812,122,Student,Live,800,850
Person_135788187,122,Student,Live,800,850
Person_821267030,122,Student,Live,800,850
Person_257855631,122,Student,Live,800,850
Person_462021733,122,Student,Live,800,850
Person_274498004,122,Student,Live,800,850
Person_833008008,122,Student,Live,800,850
Person_163250492,122,Student,Live,800,850
Person_580394036,122,Student,Live,800,850
Person_664566176,122,Student,Live,800,850
Person_844168771,122,Student,Live,800,850
Person_337144917,122,Student,Live,800,850
Person_616589891,122,Student,Live,800,850
Person_566955506,122,Student,Live,800,850
Person_375312490,122,Student,Live,800,850
Person_751884288,122,Student,Live,800,850
Person_410204226,122,Student,Live,800,850
Person_598274772,122,Student,Live,800,850
Person_005145702,122,Student,Live,800,850
Person_037899993,122,Student,Live,800,850
Person_828063860,122,Student,Live,800,850
Person_161899924,122,Student,Live,800,850
Person_860434492,122,Student,Live,800,850
Person_963187758,122,Student,Live,800,850
Person_090874198,122,Student,Live,800,850
Person_452238853,122,Student,Live,800,850
Person_166441352,122,Student,Live,800,850
Person_689551441,122,Student,Live,800,850
Person_795916508,122,Student,Live,800,850
Person_860763734,122,Student,Live,800,850
Person_077756638,122,Student,Live,800,850
Person_452939971,122,Student,Live,800,850
Person_744626243,122,Student,Live,800,850
Person_773576171,122,Student,Live,800,850
Person_789731112,122,Student,Live,800,850
Person_234979818,122,Student,Live,800,850
Person_565395061,122,Student,Live,800,850
Person_581997798,122,Student,Live,800,850
Person_851658288,122,Student,Live,800,850
Person_714710073,122,Student,Live,800,850
Person_675013249,122,Student,Live,800,850
Person_335565546,122,Student,Live,800,850
Person_510680596,122,Student,Live,800,850
Person_956050887,122,Student,Live,800,850
Person_110883255,122,Student,Live,800,850
Person_435964354,122,Student,Live,800,850
Person_212921907,122,Student,Live,800,850
Person_680370597,122,Student,Live,800,850
Person_886033640,122,Student,Live,800,850
Person_592812368,122,Student,Live,800,850
Person_486356782,122,Student,Live,800,850
Person_035040694,122,Student,Live,800,850
Person_992900636,122,Student,Live,800,850
Person_599046956,122,Student,Live,800,850
Person_141547422,122,Student,Live,800,850
Person_250729276,122,Student,Live,800,850
Person_421423595,122,Student,Live,800,850
Person_005411997,122,Student,Live,800,850
Person_097218632,122,Student,Live,800,850
Person_845337860,122,Student,Live,800,850
Person_684242788,122,Student,Live,800,850
Person_035340289,122,Student,Live,800,850
Person_367470941,122,Student,Live,800,850
Person_405667445,122,Student,Live,800,850
Person_117470952,122,Student,Live,800,850
Person_246953705,122,Student,Live,800,850
Person_507754272,122,Student,Live,800,850
Person_324679098,122,Student,Live,800,850
Person_875852901,122,Student,Live,800,850
Person_356848229,122,Student,Live,800,850
Person_391411266,122,Student,Live,800,850
Person_841601108,122,Student,Live,800,850
Person_379354401,122,Student,Live,800,850
Person_833871061,122,Student,Live,800,850
Person_918313826,122,Student,Live,800,850
Person_191713575,122,Student,Live,800,850
Person_994834367,122,Student,Live,800,850
Person_789146309,122,Student,Live,800,850
Person_692514889,122,Student,Live,800,850
Person_775295709,122,Student,Live,800,850
Person_676979069,122,Student,Live,800,850
Person_535869684,122,Student,Live,800,850
Person_172021313,122,Student,Live,800,850
Person_346946908,122,Student,Live,800,850
Person_086015370,122,Student,Live,800,850
Person_169064913,122,Student,Live,800,850
Person_115780934,122,Student,Live,800,850
Person_249123505,122,Student,Live,800,850
Person_645953866,122,Student,Live,800,850
Person_843104920,122,Student,Live,800,850
Person_007832032,122,Student,Live,800,850
Person_258516914,122,Student,Live,800,850
Person_310466571,122,Student,Live,800,850
Person_022943311,122,Student,Live,800,850
Person_627414638,122,Student,Live,800,850
Person_449145878,122,Student,Live,800,850
Person_676258168,122,Student,Live,800,850
Person_714165591,122,Student,Live,800,850
Person_048694517,122,Student,Live,800,850
Person_591187318,122,Student,Live,800,850
Person_159560063,122,Student,Live,800,850
Person_243853976,122,Student,Live,800,850
Person_882073485,122,Student,Live,800,850
Person_852098778,122,Student,Live,800,850
Person_741068093,122,Student,Live,800,850
Person_431298274,122,Student,Live,800,850
Person_270063188,122,Student,Live,800,850
Person_270037078,122,Student,Live,800,850
Person_936862967,122,Student,Live,800,850
Person_173757460,122,Student,Live,800,850
Person_174056692,122,Student,Live,800,850
Person_394287340,122,Student,Live,800,850
Person_103092967,122,Student,Live,800,850
Person_284674350,122,Student,Live,800,850
Person_780886062,122,Student,Live,800,850
Person_351685465,122,Student,Live,800,850
Person_897186724,122,Student,Live,800,850
Person_132278453,122,Student,Live,800,850
Person_406528086,122,Student,Live,800,850
Person_678890205,122,Student,Live,800,850
Person_542691782,122,Student,Live,800,850
Person_638447938,122,Student,Live,800,850
Person_482232951,122,Student,Live,800,850
Person_979906438,122,Student,Live,800,850
Person_575683715,122,Student,Live,800,850
Person_990948376,122,Student,Live,800,850
Person_256582771,122,Student,Live,800,850
Person_080487606,122,Student,Live,800,850
Person_841865844,122,Student,Live,800,850
Person_090692659,122,Student,Live,800,850
Person_858320840,122,Student,Live,800,850
Person_133242818,122,Student,Live,800,850
Person_640644044,122,Student,Live,800,850
Person_438286877,122,Student,Live,800,850
Person_747682334,122,Student,Live,800,850
Person_707549475,122,Student,Live,800,850
Person_386308903,122,Student,Live,800,850
Person_384121699,122,Student,Live,800,850
Person_859003648,122,Student,Live,800,850
Person_856433234,122,Student,Live,800,850
Person_393030451,122,Student,Live,800,850
Person_725328257,122,Student,Live,800,850
Person_457906994,122,Student,Live,800,850
Person_064557013,122,Student,Live,800,850
Person_623532851,122,Student,Live,800,850
Person_463247042,122,Student,Live,800,850
Person_975739916,122,Student,Live,800,850
Person_682271873,122,Student,Live,800,850
Person_756645737,122,Student,Live,800,850
Person_255938839,122,Student,Live,800,850
Person_980262763,122,Student,Live,800,850
Person_756793844,122,Student,Live,800,850
Person_651360677,122,Student,Live,800,850
Person_848675652,122,Student,Live,800,850
Person_200817203,122,Student,Live,800,850
Person_120580120,122,Student,Live,800,850
Person_910772172,122,Student,Live,800,850
Person_217961172,122,Student,Live,800,850
Person_909015790,122,Student,Live,800,850
Person_059729312,122,Student,Live,800,850
Person_739093301,122,Student,Live,800,850
Person_466424125,122,Student,Live,800,850
Person_113534136,122,Student,Live,800,850
Person_652251022,122,Student,Live,800,850
Person_265774855,122,Student,Live,800,850
Person_098791803,122,Student,Live,800,850
Person_151700383,122,Student,Live,800,850
Person_297756679,122,Student,Live,800,850
Person_904359312,122,Student,Live,800,850
Person_916541685,122,Student,Live,800,850
Person_984753043,122,Student,Live,800,850
Person_583371951,122,Student,Live,800,850
Person_887568303,122,Student,Live,800,850
Person_653735556,122,Student,Live,800,850
Person_103652175,122,Student,Live,800,850
Person_736430592,122,Student,Live,800,850
Person_419016038,122,Student,Live,800,850
Person_422268175,122,Student,Live,800,850
Person_106234949,122,Student,Live,800,850
Person_732136351,122,Student,Live,800,850
Person_240528981,122,Student,Live,800,850
Person_416147819,122,Student,Live,800,850
Person_152612297,122,Student,Live,800,850
Person_047210015,122,Student,Live,800,850
Person_785740034,122,Student,Live,800,850
Person_766293418,122,Student,Live,800,850
Person_947141334,122,Student,Live,800,850
Person_951149497,122,Student,Live,800,850
Person_275971412,122,Student,Live,800,850
Person_135289433,122,Student,Live,800,850
Person_403441448,122,Student,Live,800,850
Person_540629409,122,Student,Live,800,850
Person_679085971,122,Student,Live,800,850
Person_076194812,Event_7253011478,Student,Live,1000,1150
Person_962337174,Event_7253011478,Student,Live,1000,1150
Person_016466838,Event_7253011478,Student,Live,1000,1150
Person_745361449,Event_7253011478,Student,Live,1000,1150
Person_076194812,Event_6253430186,Student,Live,1200,1320
Person_579557870,Event_6253430186,Student,Live,1200,1320
Person_283061301,Event_6253430186,Student,Live,1200,1320
Person_554423982,Event_6253430186,Student,Live,1200,1320
Person_732800843,Event_6253430186,Student,Live,1200,1320
Person_485740115,Event_6253430186,Student,Live,1200,1320
Person_952584128,Event_6253430186,Student,Live,1200,1320
Person_020541505,Event_6253430186,Student,Live,1200,1320
Person_076194812,150,Student,Live,1700,1750
Person_135788187,150,Student,Live,1700,1750
Person_927840286,150,Student,Live,1700,1750
Person_695934258,150,Student,Live,1700,1750
Person_357760030,150,Student,Live,1700,1750
Person_435270295,150,Student,Live,1700,1750
Person_335265003,150,Student,Live,1700,1750
Person_646026582,150,Student,Live,1700,1750
Person_220763976,150,Student,Live,1700,1750
Person_274498004,150,Student,Live,1700,1750
Person_037145772,150,Student,Live,1700,1750
Person_235087735,150,Student,Live,1700,1750
Person_634577838,150,Student,Live,1700,1750
Person_651149482,150,Student,Live,1700,1750
Person_592068149,150,Student,Live,1700,1750
Person_956134202,150,Student,Live,1700,1750
Person_820591585,150,Student,Live,1700,1750
Person_992987157,150,Student,Live,1700,1750
Person_190737753,150,Student,Live,1700,1750
Person_123845719,150,Student,Live,1700,1750
Person_206750602,150,Student,Live,1700,1750
Person_066485285,150,Student,Live,1700,1750
Person_649977511,150,Student,Live,1700,1750
Person_522605325,150,Student,Live,1700,1750
Person_266729444,150,Student,Live,1700,1750
Person_204805252,150,Student,Live,1700,1750
Person_649799167,150,Student,Live,1700,1750
Person_905291490,150,Student,Live,1700,1750
Person_640120980,150,Student,Live,1700,1750
Person_588662734,150,Student,Live,1700,1750
Person_347743967,150,Student,Live,1700,1750
Person_002296888,150,Student,Live,1700,1750
Person_566530225,150,Student,Live,1700,1750
Person_845315633,150,Student,Live,1700,1750
Person_342105279,150,Student,Live,1700,1750
Person_829190362,150,Student,Live,1700,1750
Person_782813139,150,Student,Live,1700,1750
Person_389569994,150,Student,Live,1700,1750
Person_297866805,150,Student,Live,1700,1750
Person_301848853,150,Student,Live,1700,1750
Person_835836744,150,Student,Live,1700,1750
Person_687627350,150,Student,Live,1700,1750
Person_694909060,150,Student,Live,1700,1750
Person_567591519,150,Student,Live,1700,1750
Person_567307409,150,Student,Live,1700,1750
Person_471294438,150,Student,Live,1700,1750
Person_452939971,150,Student,Live,1700,1750
Person_413217804,150,Student,Live,1700,1750
Person_450365891,150,Student,Live,1700,1750
Person_187462356,150,Student,Live,1700,1750
Person_723255819,150,Student,Live,1700,1750
Person_520468139,150,Student,Live,1700,1750
Person_543879618,150,Student,Live,1700,1750
Person_088177109,150,Student,Live,1700,1750
Person_899680600,150,Student,Live,1700,1750
Person_959446874,150,Student,Live,1700,1750
Person_645024335,150,Student,Live,1700,1750
Person_431101540,150,Student,Live,1700,1750
Person_158613537,150,Student,Live,1700,1750
Person_385769451,150,Student,Live,1700,1750
Person_825054809,150,Student,Live,1700,1750
Person_473616335,150,Student,Live,1700,1750
Person_072831688,150,Student,Live,1700,1750
Person_603640175,150,Student,Live,1700,1750
Person_658792089,150,Student,Live,1700,1750
Person_033139896,150,Student,Live,1700,1750
Person_989626792,150,Student,Live,1700,1750
Person_107859042,150,Student,Live,1700,1750
Person_468673850,150,Student,Live,1700,1750
Person_827889078,150,Student,Live,1700,1750
Person_478607232,150,Student,Live,1700,1750
Person_757738395,150,Student,Live,1700,1750
Person_210036488,150,Student,Live,1700,1750
Person_601124162,150,Student,Live,1700,1750
Person_575887236,150,Student,Live,1700,1750
Person_668654709,150,Student,Live,1700,1750
Person_080803753,150,Student,Live,1700,1750
Person_942966077,150,Student,Live,1700,1750
Person_250239736,150,Student,Live,1700,1750
Person_718950578,150,Student,Live,1700,1750
Person_768972052,150,Student,Live,1700,1750
Person_853314920,150,Student,Live,1700,1750
Person_766896701,150,Student,Live,1700,1750
Person_666123495,150,Student,Live,1700,1750
Person_103485731,150,Student,Live,1700,1750
Person_566014724,150,Student,Live,1700,1750
Person_561961087,150,Student,Live,1700,1750
Person_587586933,150,Student,Live,1700,1750
Person_680370597,150,Student,Live,1700,1750
Person_373083185,150,Student,Live,1700,1750
Person_293894657,150,Student,Live,1700,1750
Person_468344969,150,Student,Live,1700,1750
Person_558742226,150,Student,Live,1700,1750
Person_084423562,150,Student,Live,1700,1750
Person_727443351,150,Student,Live,1700,1750
Person_141547422,150,Student,Live,1700,1750
Person_837504504,150,Student,Live,1700,1750
Person_739908599,150,Student,Live,1700,1750
Person_097218632,150,Student,Live,1700,1750
Person_422338862,150,Student,Live,1700,1750
Person_105349353,150,Student,Live,1700,1750
Person_405667445,150,Student,Live,1700,1750
Person_069258182,150,Student,Live,1700,1750
Person_977295878,150,Student,Live,1700,1750
Person_532075864,150,Student,Live,1700,1750
Person_777194338,150,Student,Live,1700,1750
Person_343851886,150,Student,Live,1700,1750
Person_455046065,150,Student,Live,1700,1750
Person_142598147,150,Student,Live,1700,1750
Person_355176464,150,Student,Live,1700,1750
Person_551280452,150,Student,Live,1700,1750
Person_264685552,150,Student,Live,1700,1750
Person_524081864,150,Student,Live,1700,1750
Person_977960214,150,Student,Live,1700,1750
Person_947677837,150,Student,Live,1700,1750
Person_387607063,150,Student,Live,1700,1750
Person_918313826,150,Student,Live,1700,1750
Person_364235154,150,Student,Live,1700,1750
Person_894749503,150,Student,Live,1700,1750
Person_018565844,150,Student,Live,1700,1750
Person_186256896,150,Student,Live,1700,1750
Person_015595921,150,Student,Live,1700,1750
Person_322149433,150,Student,Live,1700,1750
Person_458562679,150,Student,Live,1700,1750
Person_654631447,150,Student,Live,1700,1750
Person_247985908,150,Student,Live,1700,1750
Person_645953866,150,Student,Live,1700,1750
Person_843104920,150,Student,Live,1700,1750
Person_889921498,150,Student,Live,1700,1750
Person_626341385,150,Student,Live,1700,1750
Person_814081675,150,Student,Live,1700,1750
Person_697539580,150,Student,Live,1700,1750
Person_283221732,150,Student,Live,1700,1750
Person_180253395,150,Student,Live,1700,1750
Person_987522285,150,Student,Live,1700,1750
Person_258516914,150,Student,Live,1700,1750
Person_152642790,150,Student,Live,1700,1750
Person_585523412,150,Student,Live,1700,1750
Person_940805688,150,Student,Live,1700,1750
Person_248861095,150,Student,Live,1700,1750
Person_354154714,150,Student,Live,1700,1750
Person_969891291,150,Student,Live,1700,1750
Person_467229809,150,Student,Live,1700,1750
Person_452216706,150,Student,Live,1700,1750
Person_113164935,150,Student,Live,1700,1750
Person_243853976,150,Student,Live,1700,1750
Person_882073485,150,Student,Live,1700,1750
Person_281620234,150,Student,Live,1700,1750
Person_538414851,150,Student,Live,1700,1750
Person_688992933,150,Student,Live,1700,1750
Person_527533344,150,Student,Live,1700,1750
Person_124551258,150,Student,Live,1700,1750
Person_188212240,150,Student,Live,1700,1750
Person_641368418,150,Student,Live,1700,1750
Person_269094985,150,Student,Live,1700,1750
Person_532159359,150,Student,Live,1700,1750
Person_994255926,150,Student,Live,1700,1750
Person_504569591,150,Student,Live,1700,1750
Person_635474641,150,Student,Live,1700,1750
Person_698859608,150,Student,Live,1700,1750
Person_639374424,150,Student,Live,1700,1750
Person_816619197,150,Student,Live,1700,1750
Person_265191906,150,Student,Live,1700,1750
Person_241619255,150,Student,Live,1700,1750
Person_132278453,150,Student,Live,1700,1750
Person_564527117,150,Student,Live,1700,1750
Person_678890205,150,Student,Live,1700,1750
Person_565056669,150,Student,Live,1700,1750
Person_957301960,150,Student,Live,1700,1750
Person_992534390,150,Student,Live,1700,1750
Person_718162135,150,Student,Live,1700,1750
Person_238252605,150,Student,Live,1700,1750
Person_878185953,150,Student,Live,1700,1750
Person_770584521,150,Student,Live,1700,1750
Person_173873610,150,Student,Live,1700,1750
Person_110782205,150,Student,Live,1700,1750
Person_675228158,150,Student,Live,1700,1750
Person_090692659,150,Student,Live,1700,1750
Person_783799119,150,Student,Live,1700,1750
Person_371130915,150,Student,Live,1700,1750
Person_933976399,150,Student,Live,1700,1750
Person_361405265,150,Student,Live,1700,1750
Person_140791106,150,Student,Live,1700,1750
Person_397194136,150,Student,Live,1700,1750
Person_931688039,150,Student,Live,1700,1750
Person_111912577,150,Student,Live,1700,1750
Person_150167282,150,Student,Live,1700,1750
Person_925513606,150,Student,Live,1700,1750
Person_045028587,150,Student,Live,1700,1750
Person_866767645,150,Student,Live,1700,1750
Person_130432660,150,Student,Live,1700,1750
Person_928136555,150,Student,Live,1700,1750
Person_507478165,150,Student,Live,1700,1750
Person_835539574,150,Student,Live,1700,1750
Person_222414609,150,Student,Live,1700,1750
Person_149877528,150,Student,Live,1700,1750
Person_786943548,150,Student,Live,1700,1750
Person_982672654,150,Student,Live,1700,1750
Person_677935271,150,Student,Live,1700,1750
Person_857616619,150,Student,Live,1700,1750
Person_134155065,150,Student,Live,1700,1750
Person_573889414,150,Student,Live,1700,1750
Person_432311600,150,Student,Live,1700,1750
Person_638214760,150,Student,Live,1700,1750
Person_745361449,150,Student,Live,1700,1750
Person_955008035,150,Student,Live,1700,1750
Person_335278967,150,Student,Live,1700,1750
Person_740842938,150,Student,Live,1700,1750
Person_946575278,150,Student,Live,1700,1750
Person_419858722,150,Student,Live,1700,1750
Person_450582986,150,Student,Live,1700,1750
Person_756724593,150,Student,Live,1700,1750
Person_120580120,150,Student,Live,1700,1750
Person_376844669,150,Student,Live,1700,1750
Person_319257982,150,Student,Live,1700,1750
Person_113534136,150,Student,Live,1700,1750
Person_050845868,150,Student,Live,1700,1750
Person_406936428,150,Student,Live,1700,1750
Person_060186074,150,Student,Live,1700,1750
Person_453319810,150,Student,Live,1700,1750
Person_683503951,150,Student,Live,1700,1750
Person_627631547,150,Student,Live,1700,1750
Person_765419928,150,Student,Live,1700,1750
Person_978017336,150,Student,Live,1700,1750
Person_828987076,150,Student,Live,1700,1750
Person_944248738,150,Student,Live,1700,1750
Person_451369423,150,Student,Live,1700,1750
Person_306429734,150,Student,Live,1700,1750
Person_567675061,150,Student,Live,1700,1750
Person_467411976,150,Student,Live,1700,1750
Person_904359312,150,Student,Live,1700,1750
Person_916541685,150,Student,Live,1700,1750
Person_653651564,150,Student,Live,1700,1750
Person_712683737,150,Student,Live,1700,1750
Person_045091362,150,Student,Live,1700,1750
Person_736430592,150,Student,Live,1700,1750
Person_419016038,150,Student,Live,1700,1750
Person_572206848,150,Student,Live,1700,1750
Person_086643306,150,Student,Live,1700,1750
Person_320435758,150,Student,Live,1700,1750
Person_443539991,150,Student,Live,1700,1750
Person_047210015,150,Student,Live,1700,1750
Person_489957840,150,Student,Live,1700,1750
Person_135289433,150,Student,Live,1700,1750
Person_958805932,150,Student,Live,1700,1750
Person_818603875,150,Student,Live,1700,1750
Person_388911221,150,Student,Live,1700,1750
Person_971204500,150,Student,Live,1700,1750
Person_695875591,150,Student,Live,1700,1750
Person_278135043,150,Student,Live,1700,1750
Person_995724598,150,Student,Live,1700,1750
Person_220410115,150,Student,Live,1700,1750
Person_079255674,150,Student,Live,1700,1750
Person_135788187,Event_7527081792,Student,Live,1000,1150
Person_309450749,Event_7527081792,Student,Live,1000,1150
Person_385769451,Event_7527081792,Student,Live,1000,1150
Person_682144607,Event_7527081792,Student,Live,1000,1150
Person_043255129,Event_7527081792,Student,Live,1000,1150
Person_546176157,Event_7527081792,Student,Live,1000,1150
Person_133242818,Event_7527081792,Student,Live,1000,1150
Person_499029221,Event_7527081792,Student,Live,1000,1150
Person_135788187,Event_2219351269,Student,Live,1200,1350
Person_922589542,Event_2219351269,Student,Live,1200,1350
Person_383658197,Event_2219351269,Student,Live,1200,1350
Person_728386274,Event_2219351269,Student,Live,1200,1350
Person_195210306,Event_2219351269,Student,Live,1200,1350
Person_048026409,Event_2219351269,Student,Live,1200,1350
Person_135788187,Event_48018,Student,Live,1400,1430
Person_673814745,Event_48018,Student,Live,1400,1430
Person_442164131,Event_48018,Student,Live,1400,1430
Person_576217839,Event_48018,Student,Live,1400,1430
Person_250127419,Event_48018,Student,Live,1400,1430
Person_498350943,Event_48018,Student,Live,1400,1430
Person_640198215,Event_48018,Student,Live,1400,1430
Person_528345889,Event_48018,Student,Live,1400,1430
Person_105137864,Event_48018,Student,Live,1400,1430
Person_604116681,Event_48018,Student,Live,1400,1430
Person_132278453,Event_48018,Student,Live,1400,1430
Person_718126638,Event_48018,Student,Live,1400,1430
Person_438837129,Event_48018,Student,Live,1400,1430
Person_856905659,Event_48018,Student,Live,1400,1430
Person_103652175,Event_48018,Student,Live,1400,1430
Person_135788187,31,Student,Live,800,850
Person_867163032,31,Student,Live,800,850
Person_734378932,31,Student,Live,800,850
Person_290171441,31,Student,Live,800,850
Person_517780725,31,Student,Live,800,850
Person_032059039,31,Student,Live,800,850
Person_319442460,31,Student,Live,800,850
Person_650232307,31,Student,Live,800,850
Person_820591585,31,Student,Live,800,850
Person_511088374,31,Student,Live,800,850
Person_239054393,31,Student,Live,800,850
Person_933514608,31,Student,Live,800,850
Person_216610793,31,Student,Live,800,850
Person_850366857,31,Student,Live,800,850
Person_442164131,31,Student,Live,800,850
Person_176639872,31,Student,Live,800,850
Person_661493871,31,Student,Live,800,850
Person_894811813,31,Student,Live,800,850
Person_744129138,31,Student,Live,800,850
Person_428777312,31,Student,Live,800,850
Person_161899924,31,Student,Live,800,850
Person_296782343,31,Student,Live,800,850
Person_710776097,31,Student,Live,800,850
Person_777125239,31,Student,Live,800,850
Person_832333217,31,Student,Live,800,850
Person_287403102,31,Student,Live,800,850
Person_963187758,31,Student,Live,800,850
Person_422612360,31,Student,Live,800,850
Person_532833762,31,Student,Live,800,850
Person_472622002,31,Student,Live,800,850
Person_817112952,31,Student,Live,800,850
Person_813673140,31,Student,Live,800,850
Person_829190362,31,Student,Live,800,850
Person_233933894,31,Student,Live,800,850
Person_782813139,31,Student,Live,800,850
Person_689551441,31,Student,Live,800,850
Person_567307409,31,Student,Live,800,850
Person_892675620,31,Student,Live,800,850
Person_452939971,31,Student,Live,800,850
Person_308401347,31,Student,Live,800,850
Person_109703391,31,Student,Live,800,850
Person_694865457,31,Student,Live,800,850
Person_425865807,31,Student,Live,800,850
Person_961829787,31,Student,Live,800,850
Person_773576171,31,Student,Live,800,850
Person_785991316,31,Student,Live,800,850
Person_701617621,31,Student,Live,800,850
Person_601702659,31,Student,Live,800,850
Person_851658288,31,Student,Live,800,850
Person_434432584,31,Student,Live,800,850
Person_678298924,31,Student,Live,800,850
Person_165401410,31,Student,Live,800,850
Person_743370593,31,Student,Live,800,850
Person_421592176,31,Student,Live,800,850
Person_399690451,31,Student,Live,800,850
Person_827889078,31,Student,Live,800,850
Person_864304781,31,Student,Live,800,850
Person_937370797,31,Student,Live,800,850
Person_466634069,31,Student,Live,800,850
Person_209415915,31,Student,Live,800,850
Person_757738395,31,Student,Live,800,850
Person_870404234,31,Student,Live,800,850
Person_879237903,31,Student,Live,800,850
Person_054779895,31,Student,Live,800,850
Person_946054766,31,Student,Live,800,850
Person_510680596,31,Student,Live,800,850
Person_956050887,31,Student,Live,800,850
Person_823432866,31,Student,Live,800,850
Person_947677938,31,Student,Live,800,850
Person_867927540,31,Student,Live,800,850
Person_461091465,31,Student,Live,800,850
Person_556296104,31,Student,Live,800,850
Person_684242788,31,Student,Live,800,850
Person_966004085,31,Student,Live,800,850
Person_554423982,31,Student,Live,800,850
Person_679509981,31,Student,Live,800,850
Person_985588211,31,Student,Live,800,850
Person_109007018,31,Student,Live,800,850
Person_264685552,31,Student,Live,800,850
Person_223517520,31,Student,Live,800,850
Person_843079312,31,Student,Live,800,850
Person_665893035,31,Student,Live,800,850
Person_078050030,31,Student,Live,800,850
Person_232896559,31,Student,Live,800,850
Person_304179472,31,Student,Live,800,850
Person_614781349,31,Student,Live,800,850
Person_249123505,31,Student,Live,800,850
Person_240277123,31,Student,Live,800,850
Person_320544338,31,Student,Live,800,850
Person_626341385,31,Student,Live,800,850
Person_004579720,31,Student,Live,800,850
Person_963738912,31,Student,Live,800,850
Person_842405560,31,Student,Live,800,850
Person_745983994,31,Student,Live,800,850
Person_105137864,31,Student,Live,800,850
Person_428570097,31,Student,Live,800,850
Person_072960426,31,Student,Live,800,850
Person_255964129,31,Student,Live,800,850
Person_159560063,31,Student,Live,800,850
Person_667023639,31,Student,Live,800,850
Person_115808564,31,Student,Live,800,850
Person_080067708,31,Student,Live,800,850
Person_622648025,31,Student,Live,800,850
Person_170953918,31,Student,Live,800,850
Person_079468199,31,Student,Live,800,850
Person_606936849,31,Student,Live,800,850
Person_629199654,31,Student,Live,800,850
Person_026207151,31,Student,Live,800,850
Person_477073441,31,Student,Live,800,850
Person_456042131,31,Student,Live,800,850
Person_994255926,31,Student,Live,800,850
Person_279795649,31,Student,Live,800,850
Person_246339394,31,Student,Live,800,850
Person_193775833,31,Student,Live,800,850
Person_816619197,31,Student,Live,800,850
Person_915643847,31,Student,Live,800,850
Person_132278453,31,Student,Live,800,850
Person_406528086,31,Student,Live,800,850
Person_266906082,31,Student,Live,800,850
Person_053936857,31,Student,Live,800,850
Person_889028817,31,Student,Live,800,850
Person_229922038,31,Student,Live,800,850
Person_990948376,31,Student,Live,800,850
Person_991320910,31,Student,Live,800,850
Person_080487606,31,Student,Live,800,850
Person_242704765,31,Student,Live,800,850
Person_782153505,31,Student,Live,800,850
Person_829363395,31,Student,Live,800,850
Person_790760954,31,Student,Live,800,850
Person_069639000,31,Student,Live,800,850
Person_332478666,31,Student,Live,800,850
Person_384121699,31,Student,Live,800,850
Person_718891896,31,Student,Live,800,850
Person_393030451,31,Student,Live,800,850
Person_981995659,31,Student,Live,800,850
Person_907665341,31,Student,Live,800,850
Person_333870381,31,Student,Live,800,850
Person_608390432,31,Student,Live,800,850
Person_607783593,31,Student,Live,800,850
Person_590953046,31,Student,Live,800,850
Person_457906994,31,Student,Live,800,850
Person_590035363,31,Student,Live,800,850
Person_982672654,31,Student,Live,800,850
Person_857616619,31,Student,Live,800,850
Person_463247042,31,Student,Live,800,850
Person_975739916,31,Student,Live,800,850
Person_288448200,31,Student,Live,800,850
Person_723868249,31,Student,Live,800,850
Person_025678448,31,Student,Live,800,850
Person_682271873,31,Student,Live,800,850
Person_756645737,31,Student,Live,800,850
Person_288221296,31,Student,Live,800,850
Person_291332973,31,Student,Live,800,850
Person_631114154,31,Student,Live,800,850
Person_666344444,31,Student,Live,800,850
Person_651360677,31,Student,Live,800,850
Person_419858722,31,Student,Live,800,850
Person_024761034,31,Student,Live,800,850
Person_059729312,31,Student,Live,800,850
Person_242291564,31,Student,Live,800,850
Person_405262631,31,Student,Live,800,850
Person_403775762,31,Student,Live,800,850
Person_084267804,31,Student,Live,800,850
Person_652251022,31,Student,Live,800,850
Person_277105327,31,Student,Live,800,850
Person_314812096,31,Student,Live,800,850
